Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,6418374,6509585,6255861
현금및현금성자산,1031953,1401018,946571
기타금융자산,294103,201075,457057
당기손익-공정가치금융자산,342933,393106,965384
매출채권및기타채권,1506539,1528511,1012741
파생상품자산,7751,23069,580
재고자산,2763769,2575842,2375381
환불자산등,820,984,1795
미수담배소비세등,324366,276182,324920
선급금,79451,51090,98045
선급비용,66689,58708,53263
매각예정자산,0,0,20124
비유동자산,6354078,5792131,5381410
장기기타금융자산,84462,42826,9001
장기예치금,1479737,1437130,1250468
장기당기손익-공정가치금융자산,344455,320429,304816
장기매출채권및기타채권,149670,108476,94760
기타포괄손익-공정가치금융자산,233058,206494,228398
지분법적용투자자산,471327,274534,242992
유형자산,2096467,1837041,1741042
무형자산,175028,167851,145719
투자부동산,1018434,1071463,1150980
사용권자산,49029,40244,36445
장기선급금,105725,113066,104560
장기선급비용,12663,7131,8539
이연법인세자산,74949,55758,52555
순확정급여자산,59074,109688,11135
자산총계,12772452,12301716,11637271
부채,,,
유동부채,2672414,2527315,2063946
단기차입금,61576,72629,75432
유동성장기차입금,27521,4126,2166
매입채무및기타채무,1684673,1505796,971121
유동성리스부채,18702,16559,17181
파생상품부채,0,0,908
선수금,17203,21493,21918
유동성환불부채및충당부채,33213,21563,26130
당기법인세부채,191016,218730,236397
미지급담배소비세등,638510,666419,712693
비유동부채,805103,415821,364463
장기차입금및사채,469813,78808,53195
장기매입채무및기타채무,58390,52896,57434
장기리스부채,27776,21050,19377
장기선수금,4177,2567,5077
순확정급여부채,36038,32478,57736
장기환불부채및충당부채,5117,18954,5222
이연법인세부채,185971,181299,148105
비지배지분부채,17821,27769,18317
부채총계,3477517,2943136,2428409
자본,,,
자본금,954959,954959,954959
기타자본잉여금,4946,4498,4498
자기주식,"(1,236,933)","(1,236,933)","(879,982)"
자기주식처분이익,528894,528894,528894
적립금,7230300,6812286,6490161
이익잉여금,1692239,2251940,2060256
지배기업 소유주지분,9174405,9315644,9158786
비지배지분,120530,42936,50076
자본총계,9294935,9358580,9208862
부채및자본총계,12772452,12301716,11637271
