Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기연결순이익,1145937,947831,2418989.0
당기연결기타포괄손익,"(23,967)","(306,226)",1362192.0
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(16,989)","(420,968)",942041.0
확정급여제도의재측정요소,1853,70885,16374.0
관계기업 및 공동기업의 기타포괄손익의 변동,,,4796.0
기타포괄손익-공정가치 측정 금융자산 평가손익,"(18,842)","(491,853)",920871.0
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(6,978)",114742,420151.0
관계기업 및 공동기업의 기타포괄손익의 변동,9225,119707,356503.0
파생금융상품평가손익,"(17,460)","(21,366)",16133.0
해외사업장환산외환차이,1257,16401,47515.0
당기연결총포괄손익,1121970,641605,3781181.0
당기연결총포괄손익의 귀속,,,
지배기업의 소유주에게 귀속되는 총포괄손익,1072785,601193,3473445.0
비지배지분에 귀속되는 총포괄손익,49185,40412,307736.0
