Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,6585602,7219196,6352665
현금및현금성자산,1454978,1882291,872731
단기금융상품,294934,237230,508677
단기투자자산,0,0,5010
매출채권,1978532,1970611,1913511
단기대여금,78129,78590,70817
미수금,344350,479781,548362
계약자산,89934,83058,76698
미수수익,4295,1732,762
선급금,51804,56475,23383
선급비용,1953769,1974315,1987503
당기법인세자산,161,415,77
유동파생금융자산,8974,168527,30110
재고자산,179809,166355,204637
매각예정비유동자산,10515,6377,8734
기타의유동자산,135418,113439,101653
비유동자산,23533625,24089066,24558612
장기금융상품,375,375,375
장기투자자산,1679384,1410736,1715078
관계기업및공동기업투자,1915012,1889289,2197351
투자부동산,34812,25137,23034
유형자산,13006196,13322492,12871259
영업권,2075009,2075009,2072493
무형자산,2861137,3324910,3869769
장기계약자산,39837,49163,41580
장기대여금,30455,26973,21979
장기미수금,312531,373951,275238
장기선급비용,1086107,1073422,1069148
장기보증금,156863,167441,186713
파생금융자산,139560,152633,187484
이연법인세자산,11609,6860,128
확정급여자산,170737,175748,18427
기타의비유동자산,14001,14927,8556
자산총계,30119227,31308262,30911277
부채,,,
유동부채,6993980,8046541,6960435
매입채무,139876,89255,190559
미지급금,1913006,2427906,2071870
예수금,802506,803555,790489
계약부채,155576,172348,166436
미지급비용,1439786,1505549,1295404
당기법인세부채,142496,112358,192221
유동파생금융부채,0,0,52
유동충당부채,38255,39683,61656
단기차입금,0,142998,12998
유동성사채및장기차입금,1621844,1967586,1430324
유동성장기미지급금,367770,398874,398823
리스부채,372826,386429,349568
기타의유동부채,0,0,35
매각예정부채,39,0,0
비유동부채,10896848,11106525,11615704
사채,7106299,6524095,7037424
장기차입금,315578,668125,353122
장기미지급금,892683,1239467,1611010
장기미지급비용,956,1160,31
장기리스부채,1238607,1395628,1184714
장기계약부채,56917,61574,36531
확정급여부채,0,61,13157
파생금융부채,305088,302593,321084
비유동충당부채,83169,79415,65339
이연법인세부채,832236,763766,941301
기타의비유동부채,65315,70641,51991
부채총계,17890828,19153066,18576139
자본,,,
지배기업의 소유주에게 귀속되는 자본,11389046,11318320,11579346
자본금,30493,30493,30493
기타불입자본,"(11,828,644)","(11,567,117)","(11,623,726)"
이익잉여금,22799981,22463711,22437341
기타자본구성요소,387216,391233,735238
비지배지분,839353,836876,755792
자본총계,12228399,12155196,12335138
자본과부채총계,30119227,31308262,30911277
