Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익,"(16,256,430,677)",5621152191,14960605706
기타포괄손익,"(2,269,999,463)",147561514,"(325,163,166)"
당기손익으로 재분류되지 않는 항목,,,
순확정급여부채의 재측정요소,"(2,306,246,465)",136832543,"(369,623,943)"
당기손익으로 재분류되는 항목,,,
해외사업장환산외환차이(세후기타포괄손익),36247002,10728971,48261097
지분법자본변동,,,"(3,800,320)"
당기총포괄손익,"(18,526,430,140)",5768713705,14635442540
총 포괄손익의 귀속,,,
지배기업소유주 당기총포괄손익,"(18,291,309,707)",6048077701,14782327236
비지배지분귀속 당기총포괄손익,"(235,120,433)","(279,363,996)","(146,884,696)"
