Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,8799684121,8000865934,7886064934
"현금및현금성자산 (주5,6,39,40)",928043107,744148120,2137391421
"단기금융자산 (주5,7,8,39,40)",131000000,161000000,151000000
"매출채권및기타채권 (주8,9,30,39,40,43)",1386425046,1135986607,1032431186
"계약자산 (주30,39,40)",3458668852,3180079663,2836711441
재고자산 (주10),1309807342,1377137503,898666745
"파생상품자산 (주25,39,40)",104488450,106450664,11368268
확정계약자산 (주25),197198295,218541618,96769053
당기법인세자산,5481784,5192928,2447046
매각예정비유동자산,0,0,4719315
기타유동자산 (주11),1278571245,1072328831,714560459
비유동자산,8333933988,8288532119,7192606557
"관계기업투자 (주12,43)",1331627,1345757,2789842
"장기금융자산 (주5,7,8,14,39,40)",10562231,9554272,9560272
"장기매출채권 및 기타채권 (주9,30,39,40,43)",168216131,176766787,38942194
투자부동산 (주15),1418248,1457516,4108679
유형자산 (주16),6452067647,6237402566,5986254763
무형자산 (주18),108419949,100465276,79457817
사용권자산 (주17),37417509,43390369,17906009
"파생상품자산 (주25,39,40)",191895218,293924052,43123042
확정계약자산 (주25),104451409,190170417,145688023
이연법인세자산 (주36),923367122,893619300,837655729
"기타비유동자산 (주11,23)",334786897,340435807,27120187
자산총계,17133618109,16289398053,15078671491
부채,,,
유동부채,9945027489,9072004186,7048607453
"단기금융부채 (주5,20,22,39,40,41)",1560030665,1444632171,1506767831
"유동리스부채 (주17,22,39,40)",12077202,13173646,6052095
"매입채무및기타채무 (주21,39,40,43)",2024927957,1573600240,1745928953
계약부채 (주30),5811350022,4764892821,2607770742
"유동충당부채 (주24,30,39,40)",180445797,900927588,1027990055
"파생상품부채 (주25,39,40)",306545962,316553631,148741660
확정계약부채 (주25),49649884,58224089,5356117
비유동부채,1981150310,1929574380,2436039089
"장기금융부채 (주5,16,20,22,39,40,41)",1568942823,1159024155,1958992315
"비유동 리스부채 (주17,22,39,40)",27009363,31277476,12746171
"장기매입채무및기타채무 (주21,39,40,43)",3790807,380996,248798
장기계약부채 (주30),10278199,10551260,10815243
확정급여부채 (주23),31630734,28462252,33198092
비유동충당부채 (주24),51468150,279748701,269562659
"파생상품부채 (주25,39,40)",107085369,190170417,146030764
확정계약부채 (주25),180944865,229959123,4445047
부채총계,11926177799,11001578566,9484646542
자본,,,
지배기업의 소유주에게 귀속되는 자본,5207440082,5287819487,5594024949
자본금 (주26),443865580,443865580,443865580
자본잉여금 (주26),3123227191,3118364962,3118364962
자본조정 (주27),"(1,642,927)","(1,642,927)","(1,411,000)"
"기타포괄손익누계액 (주25,28)",869146269,881829100,881487616
이익잉여금(결손금) (주29),772843969,845402772,1151717791
비지배지분 (주1),228,0,0
자본총계,5207440310,5287819487,5594024949
자본과부채총계,17133618109,16289398053,15078671491
