Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,8077259886,7319472229.0,7155183542
"현금및현금성자산 (주4,31,32)",1136862750,1297706346.0,521159587
"매출채권 및 기타유동채권 (주5,31,32)",4467452425,3777380393.0,4358489049
"기타유동금융자산 (주6,31,32)",243282565,228380197.0,80977785
"파생금융자산 (주20,31)",37331388,52832322.0,61539209
"기타유동자산 (주7,19)",226314928,204934361.0,228838961
재고자산 (주8),1958796641,1758238610.0,1904178951
매각예정자산,7219189,0.0,0
비유동자산,8540488122,5196864702.0,3615550605
"장기매출채권 및 기타비유동채권 (주5,31,32)",354307417,111976441.0,144645619
"기타비유동금융자산 (주6,31,32)",77543710,49624788.0,64483565
"장기파생금융자산 (주20,31)",7231111,1172439.0,0
관계기업투자 (주9),970602093,434167408.0,359633958
유형자산 (주10),3704942807,1560751963.0,1353149166
사용권자산 (주11),392509205,259358305.0,91180173
무형자산 (주12),2331917488,2236253436.0,1189368831
투자부동산 (주13),141622783,140148627.0,142991276
순확정급여자산 (주17),63401752,45215440.0,9052353
기타비유동자산 (주7),37126303,3026549.0,1459342
이연법인세자산 (주29),459283453,348405776.0,254864747
당기법인세자산,0,6763530.0,4721575
자산총계,16617748008,12516336931.0,10770734147
부채,,,
유동부채,6275479255,5487439570.0,5669339170
"매입채무 및 기타유동채무 (주11,14,31,32)",3069417062,2646663164.0,2913929277
"단기차입금 (주15,31,32)",1830502324,1998369619.0,1894385381
"유동성사채 (주15,31,32)",876708927,399841387.0,408876623
"파생금융부채 (주20,31,32)",44583489,57587283.0,76303460
"유동충당부채 (주18,19)",102370420,33208369.0,24342911
기타 유동부채 (주16),268347648,248904478.0,261808955
당기법인세부채,83549385,102865270.0,89692563
비유동부채,3717506773,2630770283.0,1589255049
"장기매입채무 및 기타비유동채무 (주11,14,31,32)",359174624,252026447.0,105154517
"장기차입금 (주15,31,32)",1214915427,792556467.0,246111217
"사채 (주15,31,32)",1864114095,1363593350.0,1143577708
"장기파생금융부채 (주20,31,32)",8357666,2116681.0,0
기타 비유동 부채 (주16),81654531,95542128.0,1537757
비유동 순확정급여부채 (주17),8823065,7902603.0,5410822
"비유동충당부채 (주18,19,20)",134715324,95955862.0,64032944
이연법인세부채 (주29),45752041,21076745.0,23430084
부채총계,9992986028,8118209853.0,7258594219
자본,,,
지배기업의 소유주에게 귀속되는 자본,6103258315,3982863469.0,3486401390
자본금 (주21),879613940,616875745.0,616875745
자본잉여금 (주21),1826225463,540526820.0,558241696
기타자본항목 (주21),"(24,961,204)",382492.0,"(7,762)"
"기타포괄손익누계액 (주6,23)",85699828,16973734.0,18775100
이익잉여금 (주24),3336680288,2808104678.0,2292516611
비지배지분,521503665,415263609.0,25738538
자본총계,6624761980,4398127078.0,3512139928
자본과부채총계,16617748008,12516336931.0,10770734147
