Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,3117505675,3115547999,1945333677
현금및현금성자산,164051282,195003256,46627837
단기금융상품,60173982,29647520,10106000
당기손익-공정가치금융자산,1067947080,847085600,663325457
기타금융자산,5133565,2326107,0
매출채권및기타채권,1090723390,1128365416,777042226
미수수익,90519,373518,91298
단기대여금,11607076,11480418,8013990
재고자산,612628881,706636681,364986675
유동성보증금,42117013,32293206,16502084
당기법인세자산,3668590,5100859,0
기타유동자산,59364297,157235418,58638110
비유동자산,8595086964,8953701656,7023862779
금융기관예치금,32500,32500,32500
장기대여금,24174306,21619555,20909726
당기손익-공정가치금융자산,8144689,6273432,15320593
기타포괄손익-공정가치금융자산,66404272,60648680,51765178
기타금융자산,855410,5988675,1530458
관계기업투자주식,593386259,577931906,565623452
유형자산,5607031024,5613768497,5297982760
무형자산,1281478748,1555415994,77917916
투자부동산,100535983,99975053,100754590
사용권자산,649009627,770102767,759023779
보증금,142939285,126263071,123055467
순확정급여자산,78548817,89643731,9944863
이연법인세자산,42284157,25693186,0
기타비유동자산,261887,344609,1497
자산총계,11712592639,12069249655,8969196456
부채,,,
유동부채,3446694246,3660251198,1978464235
매입채무및기타채무,834040161,912743301,686324414
단기차입금,923977409,1037037073,116000000
유동성예수보증금,19797926,14042442,21773517
유동성장기차입금,111707574,123264712,120000000
선수금,424640609,528051456,381184413
예수금,403829053,343505752,333771941
미지급비용,62107741,24528847,8834414
당기법인세부채,46913436,58974902,58641881
유동리스부채,117150539,119040877,106700877
유동성사채,298629945,307947779,0
기타유동부채,203684953,190542538,145232778
기타금융부채,214900,571519,0
비유동부채,1986770671,2041767585,1765104150
사채,828403559,626994114,650104529
장기차입금,58863142,168123849,100000000
예수보증금,16225112,19636011,16168889
충당부채,7541167,6509442,6896728
비유동리스부채,505363346,645806305,708191293
이연법인세부채,559659728,564708547,279124146
기타비유동부채,4798282,4355387,4110563
기타금융부채,5916335,5633930,508002
부채총계,5433464917,5702018783,3743568385
자본,,,
지배기업의 소유주에게 귀속되는 자본,4467517020,4584342066,4420931729
자본금,117012205,117012205,117012205
자본잉여금,612115810,612115810,612115810
이익잉여금,3907534501,4029644230,3869032323
기타포괄손익누계액,14771650,10613828,7490128
기타자본항목,"(183,917,146)","(185,044,007)","(184,718,737)"
비지배지분,1811610702,1782888806,804696342
자본총계,6279127722,6367230872,5225628071
자본과부채총계,11712592639,12069249655,8969196456
