Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,5199470,5083392,5547934
현금및현금성자산,778904,1050726,1132504
금융기관예치금,1927810,1884365,1809436
유동성파생상품자산,4858,11442,2259
매출채권,1564483,1413798,1133381
기타채권,109221,108615,99809
당기법인세자산,3331,4484,3683
기타유동자산,740682,551758,423945
재고자산,70181,58204,54019
매각예정자산,,,888898
비유동자산,25053615,24550285,20121862
장기금융기관예치금,175483,348904,12011
파생상품자산,,9878,
기타금융자산,439164,280872,240556
장기매출채권,12333,13058,14462
장기기타채권,16892,17355,7832
관계기업투자,21206337,20687663,16681697
이연법인세자산,200149,171746,173037
기타비유동자산,13412,15454,3212
유형자산,1525029,1524353,1508820
투자부동산,1284824,1292194,1295967
무형자산,142729,151088,159691
사용권자산,37263,37720,24577
자산총계,30253085,29633677,25669796
부채,,,
유동부채,1937107,2524385,2819273
유동성파생상품부채,3252,1810,2564
매입채무,772816,753442,659653
기타채무,524807,457535,562794
단기차입금,2565,289303,41453
유동성장기차입금,413,371439,221542
당기법인세부채,116557,182437,132993
유동성충당부채,49679,42860,30706
기타 유동부채,451885,412329,378141
유동성 리스부채,15133,13230,25766
매각예정자산관련부채,,,763661
비유동부채,1299489,875106,910302
파생상품부채,,,38982
장기기타채무,29641,27730,21424
장기차입금,548750,150094,521038
순확정급여부채,2325,2298,6636
이연법인세부채,643027,623097,284338
충당부채,15504,14762,2826
기타비유동부채,27376,22473,22300
리스부채,32866,34652,12758
부채총계,3236596,3399491,3729575
자본,,,
지배기업의 소유주에게 귀속되는 자본,26128917,25452355,21246547
자본금,801613,801613,801613
자본잉여금,2967691,2967691,2969304
기타자본항목,"(1,913,659)","(1,733,103)","(1,565,341)"
기타포괄손익누계액,2972166,2795606,149557
이익잉여금,21301106,20620548,18891414
비지배지분,887572,781831,693674
자본총계,27016489,26234186,21940221
부채와 자본 총계,30253085,29633677,25669796
