Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),265120260375,264837131105,232934791026
매출원가,159061309156,159351149856,130870292936
매출총이익,106058951219,105485981249,102064498090
판매비와관리비,95129512983,85678939329,67237743487
영업이익(손실),10929438236,19807041920,34826754603
기타이익,8894233702,16173463703,4006366319
기타손실,10302627853,11464298755,8826893088
금융수익,5763291412,4687329420,4397647602
금융비용,7173457329,7700515433,2229789290
지분법손익,"(1,977,962,815)","(2,349,678,645)","(1,433,475,472)"
법인세비용차감전순이익(손실),6132915353,19153342210,30740610674
법인세비용(수익),2728418486,3245790982,5590038619
당기순이익(손실),3404496867,15907551228,25150572055
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),3709063090,16138019310,25451013451
비지배지분에 귀속되는 당기순이익(손실),"(304,566,223)","(230,468,082)","(300,441,396)"
주당이익,,,
기본주당이익(손실) (단위 : 원),135,588,936
희석주당이익(손실) (단위 : 원),134,588,935
