Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,362905625021.0,381251130841.0,326505279504.0
매출원가,253235538649.0,278206289135.0,236619692178.0
매출총이익,109670086372.0,103044841706.0,89885587326.0
판매비와관리비,74434402954.0,70386203833.0,61232360787.0
영업이익(손실),35235683418.0,32658637873.0,28653226539.0
기타이익,14939319815.0,17708065899.0,12477767619.0
기타손실,3206282459.0,2497397912.0,3626449490.0
금융수익,39814059062.0,7816832829.0,23154577415.0
금융원가,2976744846.0,44816904741.0,918258657.0
법인세비용차감전순이익(손실),83806034990.0,10869233948.0,59740863426.0
법인세비용(수익),16910039523.0,4992467535.0,14639998477.0
당기순이익(손실),66895995467.0,5876766413.0,45100864949.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),66895995467.0,5876766413.0,45100864949.0
주당이익,,,
기본주당이익(손실) (단위 : 원),7470.0,646.0,4917.0
계속영업기본주당이익(손실) (단위 : 원),7470.0,646.0,4917.0
