Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,166427417966,158933019158,149328940739
현금및현금성자산,31527525960,5179025910,22249157221
단기금융상품,80894000000,71361400000,43433671343
당기손익-공정가치측정금융자산,20302337271,63938637860,70584902719
매출채권,13145164130,6950213713,5538285947
유동재고자산,18721508852,10269065231,6214338891
기타수취채권(유동),1038852987,688208785,615952925
기타유동자산,798028766,546467659,692631693
비유동자산,80849686152,75137013612,77431027183
기타수취채권(비유동),2997775000,2999195000,3221665000
당기손익-공정가치측정금융자산,1658742342,1331916512,1124658730
기타포괄손익-공정가치측정금융자산,1761061032,1219846020,1300970960
유형자산,63996373592,60406890483,62110939030
투자부동산,342267533,255578417,284241417
무형자산,4689893602,3916315571,3063657310
이연법인세자산,3199239556,2873461351,4391427305
기타비유동자산,2204333495,2133810258,1933467431
자산총계,247277104118,234070032770,226759967922
부채,,,
유동부채,11313926179,10490639116,9849566008
매입채무,889821960,1899951540,907567070
당기법인세부채,6626510549,3154116759,5528289358
기타지급채무(유동),3418850320,3532620364,3035558746
기타 유동부채,195327535,1792316568,202372789
유동충당부채,183415815,111633885,175778045
비유동부채,8664283164,7601395588,7115981095
기타지급채무(비유동),472839145,472546386,273008293
확정급여부채,7998118921,6969153443,6680336699
기타 비유동 부채,193325098,159695759,162636103
부채총계,19978209343,18092034704,16965547103
자본,,,
지배기업의 소유주에게 귀속되는 자본,227298894775,215977998066,209717697190
자본금,5371500000,5371500000,5371500000
자본잉여금,5760891686,5682197500,4544364700
기타자본항목,"(69,099,720,799)","(68,908,334,841)","(71,628,231,198)"
이익잉여금(결손금),285266223888,273832635407,271430063688
비지배지분,,0,76723629
자본총계,227298894775,215977998066,209794420819
자본과부채총계,247277104118,234070032770,226759967922
