Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,69412990004,90391450843,86373685782
매출원가,41600085713,51572108820,54594417035
매출총이익,27812904291,38819342023,31779268747
판매비와관리비,25488823017,29484599836,24593681489
영업이익,2324081274,9334742187,7185587258
기타수익,1137022462,1285886777,914690577
기타비용,303571884,876947716,245814676
금융수익,1712805348,1826380006,633432295
금융비용,490867294,2138005602,337229229
지분법손실,"(2,281,043,348)","(3,309,183,940)","(3,104,874,773)"
법인세비용차감전순이익,2098426558,6122871712,5045791452
법인세비용(수익),1134428889,"(4,034,463,250)","(900,301,875)"
계속영업순이익,963997669,10157334962,5946093327
중단영업순손실,0,"(6,030,205,104)","(4,781,895,438)"
당기순이익,963997669,4127129858,1164197889
당기순이익(손실)의 귀속,,,
지배기업의 소유주,963997669,4127129858,1164197889
계속영업순이익,963997669,10157334962,5946093327
중단영업순손실,0,"(6,030,205,104)","(4,781,895,438)"
비지배지분,0,0,0
계속영업순이익(손실),0,0,0
중단영업순이익(손실),0,0,0
주당손익,,,
기본주당손익 (단위 : 원),48,209,59
계속영업기본주당이익 (단위 : 원),48,515,302
중단영업기본주당손실 (단위 : 원),0,(306),(243)
희석주당손익 (단위 : 원),48,209,59
계속영업희석주당이익 (단위 : 원),48,515,302
중단영업희석주당손실 (단위 : 원),0,(306),(243)
