Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,157903566081,154447846282,149945172280.0
매출원가,133925624147,134512998727,126751391989.0
매출총이익,23977941934,19934847555,23193780291.0
판매비와관리비,17032686657,16329362451,15102076407.0
영업이익,6945255277,3605485104,8091703884.0
금융수익,1373009027,1361177628,1104661085.0
금융비용,3634296455,2729156270,1454573002.0
기타영업외수익,914714161,2137878437,1294920953.0
기타영업외비용,12105801817,20928634790,4250665807.0
관계기업에 대한 지분법 손익,35161674,"(12,110,423)",35749673.0
법인세비용차감전순이익(손실),"(6,471,958,133)","(16,565,360,314)",4821796786.0
법인세비용,179655222,653779736,3399569558.0
당기순이익(손실),"(6,651,613,355)","(17,219,140,050)",1422227228.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(6,651,613,355)","(17,219,140,050)",1422227228.0
비지배지분에 귀속되는 당기순이익(손실),0,0,0.0
주당이익(손실),,,
기본주당이익(손실) (단위 : 원),"(3,667)","(9,446)",780.0
희석주당이익(손실) (단위 : 원),"(3,667)","(9,446)",780.0
