Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,2602099212,2129301101,1973426416
매출원가,2163206099,1813874761,1602432538
매출총이익,438893113,315426340,370993878
판매비와관리비,356272770,272410243,241992098
영업손익,82620343,43016097,129001780
기타수익,397386461,179906613,96784506
기타비용,53645142,89546679,54613264
관계기업및공동기업투자에 대한 지분법손익,7426584,1680839,3040909
금융수익,20696270,14890182,13235741
금융비용,52866376,39841188,26940347
법인세비용차감전순손익,401618140,110105864,160509325
법인세비용,91766870,31873420,48162288
연결당기순이익,309851270,78232444,112347037
기타포괄손익(법인세차감후),"(22,732,267)",19529805,24991702
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(21,221,785)",17373114,14453865
순확정급여부채의 재측정요소,"(20,933,914)",17495461,14546000
관계기업및공동기업투자 순확정급여부채의 재측정요소에 대한 지분,"(287,871)","(122,347)","(92,135)"
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(1,510,482)",2156691,10537837
관계기업및공동기업투자 기타포괄손익에 대한 지분,252821,4639055,3876975
해외사업환산손익,"(1,763,303)","(2,482,364)",6660862
연결총포괄손익,287119003,97762249,137338739
연결당기순손익의 귀속,,,
지배기업의 소유주,318935620,78357187,113119187
비지배지분,"(9,084,350)","(124,743)","(772,150)"
연결총포괄손익의 귀속,,,
지배기업의 소유주,296028638,97992560,137851264
비지배지분,"(8,909,635)","(230,311)","(512,525)"
지배기업 소유주 지분에 대한 주당손익,,,
기본주당손익 (단위 : 원),8538.0,1924.0,2771.0
희석주당손익 (단위 : 원),8538.0,1924.0,2771.0
