Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,17735127271,15775914217,14562196013
"현금및현금성자산 (주6,43,44)",3018390965,2697222866,4567468098
"단기금융자산 (주7,43,44)",1595618678,1304041471,660027770
"매출채권및기타채권 (주9,34,43,44,47)",1460128954,1026706269,1067697983
"계약자산 (주9,34,43,44)",7156818352,6435957217,5502878407
"재고자산 (주10,21)",2005664722,2203316626,1554136717
"파생상품자산 (주28,43,44)",143267305,169837009,14528494
확정계약자산 (주28),286127701,344839505,173504386
당기법인세자산,22350221,12589479,7762971
매각예정비유동자산,0,0,13082981
기타유동자산 (주11),2046760373,1581403775,1001108206
비유동자산,14507440913,14107562083,12730897965
"관계기업및공동기업투자 (주12,13,47)",308959157,269723774,321972070
"장기금융자산 (주7,8,15,43,44)",232714302,201294940,194920080
"장기매출채권및기타채권 (주9,34,43,44,47)",252258032,250490030,150019078
"투자부동산 (주16,35)",218330341,222373885,231498677
"유형자산 (주17,21,35)",10503503219,10143112509,9872011979
"사용권자산 (주18,35)",100432715,108493822,51714128
"무형자산 (주19,35)",190793079,163697162,133535874
"파생상품자산 (주28,43,44)",250805046,388939410,44764332
확정계약자산 (주28),178402603,292751459,240179319
이연법인세자산 (주40),1724765730,1501088653,1429918529
"기타비유동자산 (주11,26)",546476689,565596439,60363899
자산총계,32242568184,29883476300,27293093978
부채,,,
유동부채,17497867505,15033482523,11286467399
"단기금융부채 (주21,22,25,43,44)",2220090996,2700995392,2375236564
"유동리스부채 (주18,25,43,44)",31249553,31923620,14911087
"매입채무및기타채무 (주23,43,44,47)",3203614517,2912783204,3181777129
계약부채 (주34),11074793385,7438536841,3646718931
선수금,28310544,28578990,30017426
"파생상품부채 (주28,43,44)",460861895,549973127,278757530
확정계약부채 (주28),78350473,92548274,7015979
당기법인세부채,777728,6071609,1529408
유동충당부채 (주27),399721727,1271544113,1750415346
기타유동부채 (주24),96687,527353,87999
비유동부채,2374597747,2537863967,3592871275
"장기금융부채 (주21,22,25,28,43,44)",1698182746,1438739131,2843352923
"비유동리스부채 (주18,25,43,44)",66972171,72101057,33092112
"장기매입채무및기타채무 (주23,43,44,47)",25747456,9225658,9250103
장기계약부채 (주34),21179181,21806394,22415224
확정급여부채 (주26),55801682,52628117,59562112
비유동충당부채 (주27),84658166,321790598,319090172
"파생상품부채 (주28,43,44)",181327743,295327032,240968006
확정계약부채 (주28),239249830,324974480,6086337
이연법인세부채 (주40),1478772,1271500,59054286
부채총계,19872465252,17571346490,14879338674
자본,,,
지배기업의 소유주에게 귀속되는 자본,9903690500,9714919162,9856559082
자본금 (주29),353865580,353865580,353865580
자본잉여금 (주29),2459694580,2467505934,2400507228
자본조정 (주30),"(8,609,897,214)","(8,703,261,531)","(8,697,362,643)"
"기타포괄손익누계액 (주17,28,31)",1325567794,1296442443,1332378580
이익잉여금 (주32),14374459760,14300366736,14467170337
"비지배지분 (주1,33)",2466412432,2597210648,2557196222
자본총계,12370102932,12312129810,12413755304
부채및자본총계,32242568184,29883476300,27293093978
