Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,4274747059194,4155821660917,4049155677549.0
영업비용,3961082340944,3846729231225,3773571154459.0
종업원급여,653059211785,595629606095,569883535454.0
감가상각비,960160738390,970110557897,945718843100.0
통신설비사용료,139214099749,130048057206,119909476531.0
판매수수료,331522074454,310764613669,327769512155.0
접속료,120685269897,121200182490,123019427019.0
지급수수료,1160085883289,1164310246039,1135182190134.0
상품판매비,74759350866,62401988311,66100942998.0
광고선전비,34659293993,48311234982,57733394737.0
수선유지비,240926702170,230913529475,229463259594.0
수도광열비,132997612850,100605955345,86419277966.0
대손상각비,8477835684,10323538305,15787296176.0
기타영업비용,104534267817,102109721411,96583998595.0
영업이익,313664718250,309092429692,275584523090.0
관계기업관련손익,"(334,623,334)",1836568976,1215723266.0
금융수익,46835887991,64598226554,43083819142.0
금융비용,90804854184,74879112875,75150616130.0
기타영업외수익,7713772062,8629517976,29940564124.0
기타영업외비용,18719496915,25518022114,15203814645.0
법인세비용차감전순이익,258355403870,283759608209,259470198847.0
법인세비용,51838540136,63892579514,61201984067.0
계속영업연결당기순이익,206516863734,219867028695,198268214780.0
세후중단영업이익(손실),"(3,626,461,522)","(2,564,343,245)",
연결당기순이익,202890402212,217302685450,198268214780.0
연결당기순이익의 귀속,,,
지배기업의 소유주지분,202890402212,217302685450,198268214780.0
비지배지분,,,
주당손익,,,
기본 및 희석주당이익 (단위 : 원),506,544,497.0
주당계속영업손익,,,
기본 및 희석주당계속영업이익 (단위 : 원),515,550,497.0
