Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,8009429912108,5944667452285,6622001487326
매출원가,7363956147068,6406887410371,7387663491283
매출총이익(손실),645473765040,"(462,219,958,086)","(765,662,003,957)"
판매비와관리비,412128996998,392200992730,546294170065
영업이익(손실),233344768042,"(854,420,950,816)","(1,311,956,174,022)"
기타수익,1787245126599,3065585006383,1514206053567
기타비용,2169702108063,2685540610011,1435298364764
금융수익,143007780254,177150903231,185748086390
금융원가,289554857359,256648732887,300702664631
지분법이익(손실),"(53,137,552)","(836,881,260)","(1,813,751,011)"
법인세비용차감전순이익(손실),"(295,712,428,079)","(554,711,265,360)","(1,349,816,814,471)"
법인세비용(수익),"(140,156,052,309)",72700541773,102252751247
당기순이익(손실),"(155,556,375,770)","(627,411,807,133)","(1,452,069,565,718)"
당기순이익(손실)의 귀속,,,
지배기업 소유주지분,"(148,272,721,730)","(619,438,307,027)","(1,445,068,399,141)"
비지배지분,"(7,283,654,040)","(7,973,500,106)","(7,001,166,577)"
주당이익,,,
기본주당순손실(원) (단위 : 원),,,
보통주기본주당이익(손실) (단위 : 원),(174),(725),"(2,174)"
우선주기본주당이익(손실) (단위 : 원),(174),(725),"(1,692)"
