Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),798983652893,718194570102.0,512614348130
매출원가,752408941086,637449553467.0,448345639573
매출총이익,46574711807,80745016635.0,64268708557
판매비와관리비,43569117802,39317093339.0,33784890000
영업이익(손실),3005594005,41427923296.0,30483818557
금융수익,15738830567,17692832525.0,14973777164
금융원가,26650138392,25366821279.0,15363107052
기타영업외손익,1034113120,2260184572.0,"(1,595,882,071)"
법인세비용차감전순이익(손실),"(6,871,600,700)",36014119114.0,28498606598
법인세비용(수익),598318131,4542448172.0,4995445572
당기순이익(손실),"(7,469,918,831)",31471670942.0,23503161026
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(26,827,308,716)",11243598973.0,10886891269
비지배지분에 귀속되는 당기순이익(손실),19357389885,20228071969.0,12616269757
주당이익,,,
기본주당이익(손실) (단위 : 원),(752.00),334.0,398.0
희석주당이익(손실) (단위 : 원),(752.00),334.0,398.0
