Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,659740743270,683076343749,638394752559
매출원가,550435572823,581337059185,545820729436
매출총이익,109305170447,101739284564,92574023123
판매비와관리비,136677658876,150104937609,119522152455
대손상각비(환입),406684283,1593731845,1364262689
영업이익,"(27,779,172,712)","(49,959,384,890)","(28,312,392,021)"
기타수익,9771233077,11040760548,12568891400
기타비용,76084338052,65655192483,27327150717
기타의대손상각비,"(68,849,244)",75990634,1229428
관계기업에 대한 지분법손익,"(2,273,441,094)","(4,954,770,328)","(1,126,724,003)"
이자수익,3029905819,2196593999,2125606832
기타금융수익,114419965,869855243,841058808
금융비용,2502835446,1158947867,3171743403
법인세비용차감전순이익(손실),"(95,655,379,199)","(107,697,076,412)","(44,403,682,532)"
법인세비용(수익),638340199,28477421863,1955204532
당기순이익(손실),"(96,293,719,398)","(136,174,498,275)","(42,448,478,000)"
당기순이익의귀속,,,
지배기업의 소유주지분,"(93,843,251,577)","(134,080,246,605)","(43,634,321,834)"
비지배지분,"(2,450,467,821)","(2,094,251,670)",1185843834
주당이익,,,
지배기업의 소유주지분에 대한 기본주당손익 (단위 : 원),,,
보통주기본주당손익 (단위 : 원),"(1,389)","(1,959)",(650)
우선주기본주당손익 (단위 : 원),45,45,90
지배기업의 소유주지분에 대한 희석주당손익 (단위 : 원),,,
보통주희석주당손익 (단위 : 원),"(1,389)","(1,959)",(650)
우선주희석주당손익 (단위 : 원),45,45,90
