Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,3410559367259,3129065208087,2662982988213
총매출액,3786820706916,3485322408848,2977616751544
매출에누리등,"(376,261,339,657)","(356,257,200,761)","(314,633,763,331)"
매출원가,2375319699349,2229502633084,1844870906955
매출총이익,1035239667910,899562575003,818112081258
판매비와관리비,823174924455,787389718287,711972360363
영업이익(손실),212064743455,112172856716,106139720895
기타수익,17636963989,57300423332,25415292767
기타비용,17492770117,18740735162,3139544173
금융수익,35272755942,31216056127,16822793704
금융비용,15820660202,22654996510,7697506797
지분법손실,"(532,620,462)","(453,005,396)","(723,838,530)"
법인세비용차감전순이익,231128412605,158840599107,136816917866
법인세비용,59659187729,42807029089,37179555333
당기순이익,171469224876,116033570018,99637362533
당기순이익(손실)의 귀속,,,
지배기업 소유주지분,171904567174,116122101156,99828002252
비지배지분,"(435,342,298)","(88,531,138)","(190,639,719)"
지배기업소유주지분에 대한 주당이익,,,
기본주당이익(손실) (단위 : 원),29728,20081,17263
희석주당이익(손실) (단위 : 원),29728,20081,17263
