Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,36522022464,29318757248,35771457542
현금및현금성자산,7260351228,6513545492,19450435686
단기금융상품,4641418048,4177446888,0
매출채권 및 기타유동채권,5426175215,2752315850,3331372332
유동계약자산,18921875394,15653506190,12851190272
기타유동자산,229930019,189508678,119436572
당기법인세자산,42272560,32434150,19022680
비유동자산,41325745548,41187829160,35500322636
장기매출채권 및 기타비유동채권,548129252,561594599,84878000
"종속기업, 공동기업과 관계기업에 대한 투자자산",6194796274,6632577139,2733500352
기타비유동금융자산,2250664025,1128758765,670628685
유형자산,29863516563,29938009203,31462515095
영업권 이외의 무형자산,2468639434,2926889454,548800504
자산총계,77847768012,70506586408,71271780178
부채,,,
유동부채,31555141796,30815374902,36680849759
매입채무 및 기타유동채무,4294456049,3369399666,4733030845
기타 유동부채,2814072034,2050670931,2940335574
유동공사손실충당부채,19163162,89061600,131123206
유동 리스부채,191672785,197177037,138525245
유동계약부채,19235777766,18659065668,16287834889
유동 차입금,0,0,2000000000
유동성사채,0,0,1000000000
비유동차입금의 유동성 대체 부분,5000000000,6450000000,9450000000
비유동부채,3799072204,3635632834,4120220320
비유동 리스부채,246328573,165888167,97847513
퇴직급여부채,29389471,0,0
전환사채,1056055978,974473091,1503691963
이연법인세부채,2467298182,2495271576,2518680844
부채총계,35354214000,34451007736,40801070079
자본,,,
지배기업의 소유주에게 귀속되는 자본,42231483638,36055578672,30483993887
자본금,5485226300,5429104700,5248381300
자본잉여금,24394675786,23706076893,20848865463
기타자본구성요소,2844563272,2951434258,4300504313
기타포괄손익누계액,10778023066,10806338063,10852337056
이익잉여금(결손금),"(1,271,004,786)","(6,837,375,242)","(10,766,094,245)"
비지배지분,262070374,0,"(13,283,788)"
자본총계,42493554012,36055578672,30470710099
자본과부채총계,77847768012,70506586408,71271780178
