Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,8673140890,9759274570,7695894684
현금및현금성자산,1853610633,1797257804,1096870152
단기금융상품,173463018,402928177,248194031
단기대여금,28559016,19128978,35227272
매출채권,2733206062,2914499020,2616118100
재고자산,2649405658,3201446372,2338251516
계약자산,279957182,304923811,310263566
기타의 유동금융자산,343633682,402521109,346006522
기타의 유동자산,444359456,488409369,508313920
생물자산,166946183,228159930,196649605
매각예정으로 분류된 처분집단의 자산,907096669,28769554,29706261
비유동자산,20026041992,20225197721,19130203332
공동기업 및 관계기업투자,305856613,290759836,250124995
유형자산,11875428266,11912532880,11160866010
무형자산,4308301655,4658453985,4520299370
투자부동산,194131808,142333144,189248151
사용권자산,2014382886,1888879490,1679947924
퇴직급여자산,90860471,130365078,30836900
기타의 비유동금융자산,927615992,840403861,967076396
기타의 비유동자산,243503015,283480995,246786043
이연법인세자산,65961286,77988452,85017543
자산총계,29606279551,30013241845,26855804277
부채,,,
유동부채,9121901459,9749512896,7915867743
매입채무,2169407256,2562314004,2153028876
계약부채,94677685,83453876,110563943
단기차입금,2471827919,2842769156,1455599563
미지급금,599435596,784672707,801721985
미지급법인세,70300364,94841611,63109750
유동성 충당부채,86496122,76845828,65909308
유동성 리스부채,428140690,361276753,304317964
유동성 장기사채 및 차입금,1806660255,1630099189,1765059850
기타의 유동금융부채,683470981,898576326,759073038
기타의 유동부채,711484591,414663446,437483466
매각예정으로 분류된 처분집단의 부채,433728846,,
비유동부채,8270706996,8734706308,8133136116
사채,3475599306,3528605829,2945165000
장기차입금,1445603057,1772536200,1966024758
리스부채,1560977202,1481949475,1338546185
퇴직급여부채,30982922,27173409,67160915
계약부채,114016322,125138085,109620084
기타의 비유동금융부채,393247354,518261868,446924034
기타의 비유동부채,163898546,173430666,173058956
이연법인세부채,1086382287,1107610776,1086636184
부채총계,17826337301,18484219204,16049003859
자본,,,
지배기업 소유주지분,7151547426,6755710240,6113525611
자본금,81908095,81908095,81908095
주식발행초과금,1540987319,1540987319,1540987319
기타의 자본항목,"(202,836,842)","(318,689,211)","(449,530,748)"
이익잉여금,5731488854,5451504037,4940160945
비지배지분,4628394824,4773312401,4693274807
자본총계,11779942250,11529022641,10806800418
부채와 자본총계,29606279551,30013241845,26855804277
