Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,29023472909,30079513121,26289227767
매출원가,22970895588,23524738847,20507136770
매출총이익,6052577321,6554774274,5782090997
판매비와관리비,4749424962,4872780141,4246353469
대손상각비,11569946,17285923,11308136
영업이익,1291582413,1664708210,1524429392
기타수익,353592040,250165315,432225719
기타비용,481046134,390147667,475429932
금융수익,458855292,681213367,345854502
금융비용,910538967,989290534,642436206
공동기업 및 관계기업 손익,19589221,28874426,33143294
법인세비용차감전순이익,732033865,1245523117,1217786769
법인세비용,172571769,442849033,325393556
당기순이익,559462096,802674084,892393213
당기순이익의 귀속,,,
지배기업의 소유주지분,385927260,595929977,612890498
비지배지분,173534836,206744107,279502715
당기기타포괄손익(법인세효과 차감 후),56785400,174972321,686261997
후속적으로 당기손익으로 재분류되지 않는 항목,,,
순확정급여부채의재측정요소,"(25,974,238)",51975484,"(20,233,535)"
기타포괄손익-공정가치 지분상품 평가손익,32246821,"(200,035,615)",65719360
기타포괄손익-공정가치 지분상품 처분손익,,,2306912
후속적으로 당기손익으로 재분류 될 수 있는 항목,,,
공동기업 및 관계기업 투자 평가,"(2,774,209)","(3,893,800)",16118019
해외사업환산손익,77261671,299928386,641590245
현금흐름위험회피평가손익,"(23,974,645)",26997866,"(19,239,004)"
당기총포괄손익,616247496,977646405,1578655210
당기총포괄이익의 귀속,,,
지배기업의 소유주지분,405010909,772276394,1065702350
비지배지분,211236587,205370011,512952860
지배기업 소유주 지분에 대한 주당이익,,,
보통주기본주당이익 (단위 : 원),24081,37188,38246
우선주기본주당이익 (단위 : 원),24131,37238,38296
보통주희석주당이익 (단위 : 원),24081,37188,38246
우선주희석주당이익 (단위 : 원),24131,37238,38296
