Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,280222091498,242182949921.0,194500104691
매출원가,170036179264,122089905933.0,96116570725
매출총이익,110185912234,120093043988.0,98383533966
판매비와관리비,76502131999,71258730715.0,50233485270
영업이익,33683780235,48834313273.0,48150048696
기타수익,4040717885,4170445564.0,3021791433
기타비용,3404418432,7973218940.0,2952805151
금융수익,6997628998,7027383061.0,6127041150
금융비용,7738076786,7181985457.0,2974982311
관계기업및공동기업손익,2817649909,604827917.0,1326488180
법인세비용차감전순이익,36397281809,45481765418.0,52697581997
법인세비용,7519055370,11185785787.0,155756536
당기순이익,28878226439,34295979631.0,52541825461
당기순이익의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익,29170809016,34285009403.0,52564937508
비지배지분에 귀속되는 당기순이익(손실),"(292,582,577)",10970228.0,"(23,112,047)"
주당이익,,,
기본주당이익 (단위 : 원),2206,2495.0,3594
희석주당이익 (단위 : 원),2206,2494.0,3593
