Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"영업수익 (주4,30)",14372626.0,13905990,13851135.0
영업비용 (주30),13374595.0,12824730,12872121.0
상품구입원가 (주10),2872275.0,2651215,2855406.0
"종업권급여 (주19,30)",1537521.0,1457486,1402619.0
"감가상각비와무형자산상각비 (주4,12,13,14,34)",2571236.0,2451181,2441136.0
판매수수료,2058690.0,2117389,2162288.0
지급수수료,1712586.0,1717413,1631737.0
"기타영업비용 (주14,24)",2622287.0,2430046,2378935.0
영업이익,998031.0,1081260,979014.0
금융수익 (주26),58181.0,57054,58569.0
금융비용 (주26),287191.0,222918,155184.0
지분법이익 (주15),1759.0,3334,2312.0
기타영업외수익 (주25),94366.0,84035,99058.0
기타영업외비용 (주25),94199.0,145953,78576.0
법인세비용차감전순이익,770947.0,856812,905193.0
법인세비용 (주27),140706.0,194224,180975.0
당기순이익,630241.0,662588,724218.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주,622773.0,663055,712335.0
비지배지분,7468.0,(467),11883.0
주당이익(단위:원) (주28),,,
기본주당이익(손실) (단위 : 원),1449.0,1543.0,1642.0
희석주당이익(손실) (단위 : 원),1449.0,1543.0,1642.0
