Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,4964158,5043422,5164421
"현금및현금성자산 (주5,6,8,31)",559554,834608,770318
"금융기관예치금 (주5,9,31)",66157,36357,65015
매출채권및기타유동채권,1996697,1987992,2036179
"매출채권 (주5,6,30,31)",1743706,1734478,1763278
"기타채권 (주5,6,30,31)",252991,253514,272901
재고자산 (주10),354433,226157,241363
당기법인세자산 (주27),,1022,
유동현금흐름위험회피파생자산,1380,3842,812
유동계약자산 (주7),428206,455966,461156
기타의유동자산 (주11),1557731,1497478,1589578
비유동자산,15136447,14731378,14206094
비유동금융자산,215675,155406,82492
"비유동금융기관예치금 (주5,9,31)",61,99,99
비유동현금흐름위험회피파생자산,,,1316
"비유동매도가능금융자산 (주5,6,31)",215614,155307,81077
장기매출채권및기타비유동채권,529709,514305,630767
"비유동매출채권 (주5,6,30,31)",367001,356644,464544
"비유동기타채권 (주5,6,30,31)",162708,157661,166223
"관계기업및공동기업투자 (주15,30)",75096,72123,56399
"유형자산 (주12,29,34)",11066309,10574114,10196129
투자부동산 (주13),39259,40139,41224
"무형자산 (주14,29)",2165874,2341729,2303376
비유동계약자산 (주7),158838,163486,181421
"확정급여자산 (주19,30)",86428,187874,
이연법인세자산 (주27),7717,10462,
기타의비유동자산 (주11),791542,671740,714286
자산총계,20100605,19774800,19370515
부채,,,
유동부채,5606861,4817824,5073659
매입채무 및 기타유동채무,2299104,2406203,2435015
"매입채무 (주5,29,30,31)",126440,160632,333556
"미지급금 및 기타채무 (주5,30,31)",2172664,2245571,2101459
"단기차입금 (주5,12,16,29,31,32)",130000,,
"유동사채및장기차입금 (주5,12,16,29,31,32)",2172052,1427215,1774627
"기타유동금융부채 (주5,17)",396467,288940,247077
당기법인세부채 (주27),95667,154469,52902
유동파생상품부채,1279,,
유동계약부채 (주7),171676,158975,194376
유동복구충당부채 (주18),15367,26351,
"기타의유동부채 (주5,20,31,32,34)",325249,355671,369662
비유동부채,5736959,6507309,6338298
"사채및장기차입금 (주5,12,16,29,31,32)",4045560,4607965,4285472
"기타비유동금융부채 (주5,17,31)",576275,766341,898491
순확정급여부채,,,30891
이연법인세부채 (주27),115394,194154,153489
비유동복구충당부채 (주18),67944,53023,89361
"현금흐름위험회피파생부채 (주5,6,26,31)",2214,646,
비유동계약부채 (주7),66920,61721,65209
"기타의비유동부채 (주5,20,31,32,34)",862652,823459,815385
부채총계,11343820,11325133,11411957
자본,,,
지배기업의 소유주에게 귀속되는 자본,8472202,8165135,7673144
자본금(단위: 원) (주21),2573969,2573969,2573969
자본잉여금 (주21),836918,836918,836918
기타의 자본항목 (주21),"(100,000)","(100,000)","(100,000)"
기타포괄손익누계액 (주23),"(6,265)","(12,274)","(1,819)"
"이익잉여금 (주21,22)",5167580,4866522,4364076
비지배지분 (주35),284583,284532,285414
자본총계,8756785,8449667,7958558
자본과부채총계,20100605,19774800,19370515
