Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익,8777817,5408976,4760311
기타포괄손익,190203,227095,664223
후속적으로 당기손익으로 재분류되지 않는 항목,,,
확정급여제도의 재측정요소,"(114,714)",371143,141624
관계기업의 재측정요소 등,"(84,467)",59849,8028
기타포괄손익-공정가치측정금융자산평가손익,60194,"(196,567)",25829
후속적으로 당기손익으로 재분류되는 항목,,,
파생상품평가손익,"(1,283)","(23,132)",1648
지분법 자본변동,30097,25313,(731)
부의 지분법 자본변동,34331,"(39,762)",253838
해외사업환산손익,266045,30251,233987
총포괄이익(손실),8968020,5636071,5424534
포괄손익의 귀속,,,
지배회사소유주지분,8967312,5636493,5424692
비지배지분,708,(422),(158)
