Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,37466302,34147147,29205483
현금및현금성자산,14353142,11553972,11533710
단기금융상품,2295794,2054064,4532697
기타유동금융자산,4146680,6054334,1624525
매출채권,2475015,2237444,1787698
미수금,2453361,2529634,1949313
선급금,108463,187867,348096
재고자산,11272875,9103825,7087685
당기법인세자산,159486,245848,227975
기타유동자산,201486,180159,113784
비유동자산,43161524,39563818,37644514
장기금융상품,270195,290062,135200
기타비유동금융자산,1409028,1108752,1147745
장기성매출채권,3655,3478,4526
공동기업 및 관계기업투자,20762440,18851114,17004793
유형자산 및 사용권자산,16104174,15383383,15583831
투자부동산,22706,23580,23239
기말 무형자산,3310126,2905980,2831510
이연법인세자산,561770,68015,483023
기타비유동자산,717430,929454,430647
자산총계,80627826,73710965,66849997
부채,,,
유동부채,25674105,25377803,21562636
매입채무,10369375,9703269,7920301
단기차입금,128765,1659498,3107772
미지급금,3358059,3211038,2677480
선수금,351054,434015,454421
미지급비용,2611251,2358605,1855448
당기법인세부채,1745646,737416,777302
유동성장기부채,968813,1768645,1307848
충당부채,5448913,5056689,3165970
기타 유동부채,692229,448628,296094
비유동부채,8395486,8990081,10374805
사채,2502261,3099207,3296975
장기차입금,200000,945174,1631282
장기선수금,133010,127383,114460
순확정급여부채,3077,2017,1850
장기종업원급여충당부채,316531,290781,320679
장기충당부채,1963828,1779790,1721259
이연법인세부채,1188361,814186,1755177
기타 비유동 부채,2088418,1931543,1533123
부채총계,34069591,34367884,31937441
자본,,,
지배기업 소유주지분,46552384,39337938,34910429
보통주자본금,2139317,2139317,2139317
주식발행초과금,1560650,1560650,1560650
이익잉여금,43270759,36320754,31682932
기타포괄손익누계액,"(220,991)","(610,514)","(406,392)"
기타자본항목,"(197,351)","(72,269)","(66,078)"
비지배지분,5851,5143,2127
자본총계,46558235,39343081,34912556
부채와자본총계,80627826,73710965,66849997
