Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.05.01~2021.12.31
영업수익(매출),37913.0,488,0.0
상표권사용수익,29397.0,0,0.0
용역수익,8516.0,488,0.0
지분법손익,75625.0,198314,177404.0
지분법이익,80203.0,236430,185812.0
지분법손실,4578.0,38116,8408.0
영업비용,40362.0,39894,30220.0
인건비,20185.0,18054,12607.0
감가상각비,3876.0,5518,1235.0
기타영업비용,16301.0,16322,16378.0
영업이익(손실),73176.0,158908,147184.0
영업외손익,9267.0,4770,901.0
금융수익,9338.0,4839,910.0
금융비용,49.0,19,4.0
기타영업외수익,1.0,2,0.0
기타영업외비용,23.0,52,5.0
법인세비용차감전순이익(손실),82443.0,163678,148085.0
법인세비용(수익),3601.0,"(6,462)",5219.0
당기순이익(손실),78842.0,170140,142866.0
당기순이익의 귀속,,,
지배기업 소유주지분,78842.0,170140,142866.0
비지배지분,0.0,0,0.0
주당이익,,,
보통주 기본/희석주당이익 (단위 : 원),1015.0,2190,1839.0
우선주 기본/희석주당이익 (단위 : 원),1025.0,2200,1839.0
