Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,265887,209654,133838
현금및현금성자산,185550,135711,91968
단기금융상품,77000,70000,40000
기타채권,2799,2523,1205
기타유동자산,538,1420,665
비유동자산,1432640,1425387,1308709
관계기업및공동기업투자,1418913,1412609,1291158
유형자산,3465,4019,6026
무형자산,6386,4501,4591
사용권자산,2028,1881,2351
순확정급여자산,1469,1666,0
기타장기채권,168,457,4067
기타비유동자산,211,254,516
자산총계,1698527,1635041,1442547
부채,,,
유동부채,21865,12449,9850
기타채무,17800,9514,7314
당기법인세부채,34,0,0
리스부채,1719,1568,1323
유동충당부채,1131,1085,890
기타 유동부채,1181,282,323
비유동부채,13814,11499,18028
순확정급여부채,0,0,728
이연법인세부채,13496,11378,17160
리스부채,318,121,140
부채총계,35679,23948,27878
자본,,,
지배기업의 소유주에게 귀속되는 자본,1662848,1611093,1414669
자본금,77746,77746,77746
자본잉여금,1183210,1183210,1183210
기타자본항목,(819),(819),(819)
기타포괄손익누계액,31061,27100,14024
이익잉여금(결손금),371650,323856,140508
비지배지분,0,0,0
자본총계,1662848,1611093,1414669
부채와 자본 총계,1698527,1635041,1442547
