Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,1669404438769,1488344728646,1343559362914
매출원가,"(1,007,202,929,712)","(945,705,336,555)","(847,741,079,311)"
매출총이익,662201509057,542639392091,495818283603
판매비와관리비,"(275,367,687,731)","(256,408,455,050)","(237,782,877,579)"
경상연구개발비,"(140,234,542,284)","(176,324,875,510)","(163,276,712,010)"
영업이익,246599279042,109906061531,94758694014
금융수익,10119395560,3918834166,2826040402
금융비용,"(12,286,996,421)","(12,247,464,627)","(5,411,610,185)"
지분법이익,194829806,"(460,383,530)","(603,474,068)"
기타영업외수익,7114418483,5261215310,3790025574
기타영업외비용,"(10,143,078,430)","(9,213,195,906)","(14,765,821,909)"
법인세비용차감전순이익,241597848040,97165066944,80593853828
법인세비용,"(27,995,661,065)","(17,187,286,984)","(38,237,381,521)"
당기순이익(손실),213602186975,79977779960,42356472307
당기순이익(손실)의 귀속,,,
지배기업의 소유주,212521171442,80953361433,42720380723
비지배지분,1081015533,"(975,581,473)","(363,908,416)"
주당이익,,,
기본및희석주당이익 (단위 : 원),16704,6314,3609
