Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,1888752497,2115847172,2003133142.0
현금및현금성자산,357864096,531623878,677679348.0
당기손익-공정가치 측정 금융자산,0,0,651060825.0
매출채권,214976558,218380145,168191932.0
금융리스채권,246564,363211,169500.0
기타유동금융자산,1104846227,1206132685,339629776.0
기타유동자산,84958867,80165438,83216946.0
재고자산,125860185,79181815,83184815.0
비유동자산,3456928990,2754587143,2725782161.0
당기손익-공정가치 측정 금융자산,251635460,83348061,77810437.0
기타포괄손익-공정가치 측정 금융자산,136716242,135000000,504000000.0
비유동금융리스채권,141289,1098337,866596.0
기타비유동금융자산,93459181,257128341,277977121.0
공동기업 및 관계기업투자,241079851,315709422,263434547.0
유형자산,101211837,98820799,86867157.0
사용권자산,193677911,185181320,150780961.0
무형자산,2165250407,1470169884,1330038427.0
기타비유동자산,28926276,27888820,1812344.0
순확정급여자산,7995810,6229238,0.0
이연법인세자산,236834726,174012921,32194571.0
자산총계,5345681487,4870434315,4728915303.0
부채,,,
유동부채,1772168712,849484677,586618859.0
매입채무,22935186,36476447,29972662.0
단기차입금,100000000,0,150000000.0
유동성장기부채,366587500,231682500,14818750.0
유동성전환사채,358690105,0,0.0
리스부채,31526889,22449151,22971006.0
기타유동금융부채,501969274,182489756,143534300.0
당기법인세부채,61883741,103446566,47719361.0
기타유동부채,328576017,272935194,177550012.0
충당부채,0,5063,52768.0
비유동부채,463597807,1092269633,1255711401.0
장기차입금,100000000,365206250,589731250.0
전환사채,0,345227001,332269222.0
리스부채,148987598,149256456,116155476.0
기타비유동금융부채,143677729,156467567,120966174.0
순확정급여부채,3950613,3216195,3866241.0
이연법인세부채,30580159,33336132,68086417.0
기타비유동부채,5066924,15960323,6445123.0
충당부채,31334784,23599709,18191498.0
부채총계,2235766519,1941754310,1842330260.0
자본,,,
지배기업의 소유지분,2919398369,2770478714,2811931447.0
자본금,20826049,20676694,20676694.0
주식발행초과금,1522335851,2469874650,2469874650.0
기타자본,92267659,206308024,79846702.0
기타포괄손익누계액,"(136,407,971)","(159,504,218)",60730679.0
이익잉여금,1420376781,233123564,180802722.0
비지배지분,190516599,158201291,74653596.0
자본총계,3109914968,2928680005,2886585043.0
부채와 자본 총계,5345681487,4870434315,4728915303.0
