Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,2178088207,1776153957,1255926483.0
매출원가,1169079197,933514576,632927367.0
매출총이익,1009009010,842639381,622999116.0
판매비와관리비,713365703,605731451,432751459.0
영업이익,295643307,236907930,190247657.0
기타수익,153127240,42811780,1419950.0
기타비용,166687028,154250889,3242625.0
지분법이익,26014947,13842943,16684530.0
지분법손실,15335422,13735409,746420.0
금융수익,206933963,121954537,44652005.0
금융비용,249563765,151046242,38531366.0
법인세비용차감전순손익,250133242,96484650,210483731.0
법인세비용,66683683,48452525,69649124.0
당기순이익,183449559,48032125,140834607.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주 귀속 당기순이익,187253217,52320842,136801489.0
비지배지분 귀속 당기순이익,"(3,803,658)","(4,288,717)",4033118.0
법인세비용차감후기타포괄손익,21956881,"(219,043,540)",61650402.0
당기손익으로 재분류되는 항목,27462154,60304851,55221904.0
해외사업환산차이,27462154,60304851,55221904.0
후속적으로 당기손익으로 재분류되지 않는 항목,"(5,505,273)","(279,348,391)",6428498.0
순확정급여부채의 재측정요소,"(6,315,863)",4781797,2425522.0
기타포괄손익측정금융자산 평가손익,954791,"(283,351,997)",3032258.0
지분법자본변동,"(144,201)","(778,191)",970718.0
총포괄손익,205406440,"(171,011,415)",202485009.0
포괄손익의 귀속,,,
지배기업의 소유주 귀속 총포괄손익,210376762,"(167,845,788)",198004876.0
비지배지분 귀속 총포괄손익,"(4,970,322)","(3,165,627)",4480133.0
주당순이익 (단위:원),,,
기본주당순이익 (단위 : 원),4504,1265,3625.0
희석주당순이익 (단위 : 원),4503,1265,3608.0
