Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,4659604596066,4756113501671,4593665146349
매출원가,3536020180302,3748492193515,3602346827882
매출총이익,1123584415764,1007621308156,991318318467
판매비와관리비,705320047899,675074423891,726810512890
영업이익(손실),418264367865,332546884265,264507805577
금융수익,108324344185,141192070611,118981946352
금융원가,159805359541,187037541686,160535739367
기타이익,13001242040,15917085722,10739743808
기타손실,37358280915,23816154733,37835258651
지분법 적용대상인 관계기업과 공동기업의 당기순손익에 대한 지분,"(50,991,031)","(92,743,225)","(21,844,588,648)"
법인세비용차감전순이익(손실),342375322603,278709600954,174013909071
법인세비용(수익),111662878105,49158104964,62429670386
계속영업이익(손실),230712444498,229551495990,111584238685
중단영업이익(손실),0,0,456251591575
당기순이익(손실),230712444498,229551495990,567835830260
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),230719941999,229771426564,461535332054
비지배지분에 귀속되는 당기순이익(손실),"(7,497,501)","(219,930,574)",106300498206
주당이익,,,
기본주당이익(손실) (단위 : 원),1159,1163,5816
희석주당이익(손실) (단위 : 원),1158,1157,5336
계속영업기본주당이익(손실) (단위 : 원),1159,1163,1335
계속영업희석주당이익(손실) (단위 : 원),1158,1157,1228
