Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,30341209,27488228,27487763
현금및현금성자산,8487563,6322360,6051516
금융기관예치금,26386,171046,146456
매출채권,9265022,8216512,8166459
기타수취채권,595793,602782,489056
기타금융자산,102054,7823,18276
재고자산,9125404,9388808,9754018
당기법인세자산,226253,215722,179289
계약자산,1129399,704039,612754
기타유동자산,1379180,1846221,1889859
매각예정분류자산,4155,12915,180080
비유동자산,29899584,27667913,25993715
금융기관예치금,195189,75180,58935
비유동매출채권,639439,143209,25078
기타수취채권,1779637,787793,671903
기타금융자산,385370,411158,223578
유형자산,16818629,15831838,14700784
무형자산,2867687,2454830,2443249
이연법인세자산,2821557,2452091,2085710
관계기업 및 공동기업 투자,3004464,3963550,5149244
투자부동산,94461,101877,370
순확정급여자산,557822,771233,5779
계약자산,426278,364643,296712
기타자산,309051,310511,332373
자산총계,60240793,55156141,53481478
부채,,,
유동부채,24160380,22332549,23619899
매입채무,9427288,8212419,8741937
차입금,2601636,2287518,1895600
리스부채,336772,303969,292526
기타지급채무,4624046,4551554,4077421
기타금융부채,9292,10237,8512
당기법인세부채,226343,250575,394591
충당부채,1049625,1480805,2609284
계약부채,1898005,1443977,1453996
기타부채,3987373,3791495,4146032
비유동부채,12581877,10331595,9763546
차입금,10719175,8757669,8035953
리스부채,856251,792266,662896
기타지급채무,212648,136509,116330
기타금융부채,52754,10428,59790
이연법인세부채,35025,46801,37052
순확정급여부채,105278,86220,201878
충당부채,327495,288130,373725
계약부채,63497,47212,47386
기타부채,209754,166360,228536
부채총계,36742257,32664144,33383445
자본,,,
지배기업의 소유주에게 귀속되는 자본,19664754,18992108,17230643
자본금,904169,904169,904169
주식발행초과금,3088179,3088179,3088179
이익잉여금,16201439,15834021,14433587
기타포괄손익누계액,"(420,818)","(750,372)","(1,118,913)"
매각예정분류기타포괄손익누계액,(136),838,12299
기타자본구성요소,"(108,079)","(84,727)","(88,678)"
비지배지분,3833782,3499889,2867390
자본총계,23498536,22491997,20098033
부채와 자본 총계,60240793,55156141,53481478
