Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),4190788148341,3298299641730,3363905605791
건설계약으로 인한 수익(매출액),3911497070930,2986600234632,3212237445860
공사수익,3470276344223,2833251960474,3114390635413
분양매출(수익),441220726707,153348274158,97846810447
기타수익(매출액),279291077411,311699407098,151668159931
매출원가,3810050687143,2981849268027,2867609243295
건설계약으로 인한 수익(매출액)에 대한 매출원가,3590824127978,2760457676579,2726157560145
공사매출원가,3208036339530,2630752271496,2638276682074
분양매출원가,382787788448,129705405083,87880878071
기타수익(매출액)에 대한 매출원가,219226559165,221391591448,141451683150
매출총이익,380737461198,316450373703,496296362496
판매비와관리비,185879206062,201099284541,219266059498
대손상각비(환입),"(454,910,019)","(1,028,611,444)",3595178378
영업이익(손실),195313165155,116379700606,273435124620
기타이익,24464855107,48073623153,46765886335
기타손실,33646705507,96172993312,52139615273
이자수익,94686546426,102777107911,63949394543
이자비용,45450224989,63009566369,35321516092
금융수익,2324790948,4667370135,2738274993
금융원가,1142433141,242228634,1187256378
지분법손익,"(471,678,697)","(8,449,425,728)",3865246474
법인세비용차감전순이익(손실),237021672696,120922439218,294375046274
법인세비용,64131453472,70702480902,118094130178
당기순이익(손실),172890219224,50219958316,176280916096
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),173069618732,50367009070,176535316421
비지배지분에 귀속되는 당기순이익(손실),"(179,399,508)","(147,050,754)","(254,400,325)"
주당이익,,,
기본주당이익(손실) (단위 : 원),,,
계속영업기본주당이익(손실) (단위 : 원),2678,764,2679
희석주당이익(손실) (단위 : 원),,,
계속영업희석주당이익(손실) (단위 : 원),2678,764,2679
