Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),17761267682,13639437063,9338274470
영업비용,22855292433,20234612506,15482010640
영업이익(손실),"(5,094,024,751)","(6,595,175,443)","(6,143,736,170)"
금융수익,699820115,1985063099,301279910
금융원가,1633611246,1225449135,442863426
기타이익,79178563,57061121,16662605
기타손실,82157450,4857066,11282928
법인세비용차감전순이익(손실),"(6,030,794,769)","(5,783,357,424)","(6,279,940,009)"
법인세비용(수익),762001542,84965591,"(499,421,542)"
당기순이익(손실),"(6,792,796,311)","(5,868,323,015)","(5,780,518,467)"
기타포괄손익,"(114,731,989)",42876769,"(48,551,909)"
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),630015,"(8,146,354)",21210959
해외사업장환산외환차이(세후기타포괄손익),630015,"(8,146,354)",21210959
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(115,362,004)",51023123,"(69,762,868)"
확정급여제도의 재측정손익(세후기타포괄손익),"(115,362,004)",51023123,"(69,762,868)"
총포괄손익,"(6,907,528,300)","(5,825,446,246)","(5,829,070,376)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(6,792,796,311)","(5,868,323,015)","(5,780,518,467)"
비지배지분에 귀속되는 당기순이익(손실),,,
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분","(6,907,528,300)","(5,825,446,246)","(5,829,070,376)"
"포괄손익, 비지배지분",,,
주당이익,,,
기본주당이익(손실) (단위 : 원),"(1,300)","(1,129)","(1,115)"
