Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
"1.현금및예치금 (주10,40)",587523,664928,435662
2.당기손익-공정가치측정금융자산 (주11),951025,389326,353562
3.파생금융상품자산 (주12),147727,196596,88201
4.상각후원가측정 신용카드채권 등 (주13),36740727,36831167,33755177
5.리스자산 (주14),2082762,1944650,1397773
6.기타포괄손익-공정가치측정금융자산 (주16),393979,375471,197019
"7.유형자산 (주15,17)",638694,646555,646873
8.무형자산 (주18),220714,214085,190275
9.관계기업에 대한 투자 (주19),92456,88692,71391
10.당기법인세자산 (주39),21626,21634,93
11.이연법인세자산 (주39),129403,124738,140651
12.투자부동산 (주20),46943,45959,47201
13.확정급여자산 (주24),3480,36988,0
14.기타자산 (주21),1363103,1469532,1148350
자산총계,43420162,43050321,38472228
자본과 부채,,,
부채,,,
1.파생금융상품부채 (주12),18978,21346,16243
2.차입부채 (주22),7962662,9136178,6662856
3.사채 (주23),21650752,21502816,20841868
4.확정급여부채 (주24),395,207,35909
5.당기법인세부채 (주39),85786,80550,181483
6.충당부채 (주25),234166,240060,221370
"7.기타부채 (주15,26)",5412436,4610410,3777496
부채총계,35365175,35591567,31737225
자본,,,
I.지배기업 소유지분,8046291,7451190,6738510
1.자본금 (주27),626847,626847,626847
2.신종자본증권 (주27),699822,399901,0
3.자본잉여금 (주27),860729,860729,860592
4.자본조정 (주27),"(1,548)","(1,550)",1871
5.기타포괄손익누계액 (주27),"(55,952)","(17,253)","(42,190)"
"6.이익잉여금 (주27,28)",5916393,5582516,5291390
II.비지배지분 (주27),8696,7564,"(3,507)"
자본총계,8054987,7458754,6735003
부채와 자본 총계,43420162,43050321,38472228
