Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.유동자산,1265741722,1144663275,939158406
"(1)현금및현금성자산 (주5,6,7,38)",289331472,217217061,147921442
"(2)단기금융자산 (주5,6)",9596000,4372801,3787580
"(3)당기손익-공정가치 측정 금융자산 (주5,6,9)",0,70471681,0
"(4)상각후원가 측정 금융자산 (주5,6,9)",0,1,1
"(5)매출채권 (주5,6,8,35,38)",395631163,326158772,319683893
"(6)단기대여금 (주5,6,8,35)",105279,244280,360544
"(7)기타금융자산 (주5,6,8,35)",19062673,20033752,10925595
(8)재고자산 (주10),459812516,418456408,350061900
(9)당기법인세자산 (주32),1496140,1468210,634346
(10)기타자산 (주11),90706479,86240309,105783105
Ⅱ.비유동자산,612823378,475601596,481712209
"(1)장기금융자산 (주5,6)",,53700,52100
"(2)당기손익-공정가치 측정 금융자산 (주5,6,9)",26938085,22262829,19090981
"(3)기타포괄손익-공정가치 측정 금융자산 (주5,6,9)",8858,8858,8858
(4)관계기업 및 공동기업투자 (주12),4754742,5167295,3388460
"(5)장기대여금 (주5,6,8)",22342,71027,37380
"(6)기타금융자산 (주5,6,8)",6789087,7207287,6782474
"(7)유형자산 (주13,14,36,37)",482308345,376418738,385561325
"(8)무형자산 (주15,37)",11430332,8507908,8779587
"(9)투자부동산 (주16,37)",1173299,1706769,1904842
(10)이연법인세자산 (주32),62136009,51603789,53825858
(11)기타자산 (주11),17262279,2593396,2280344
자산총계,1878565100,1620264871,1420870615
부채,,,
Ⅰ.유동부채,682343719,488178116,757749988
"(1)매입채무 (주5,6,17,35,38)",290919413,262140461,269958705
"(2)단기차입금 (주5,6,18,38)",165357099,82076206,350523381
"(3)유동성장기부채 (주5,6,18,38)",20000000,20000000,19236926
"(4)기타금융부채 (주5,6,17,35,38)",51169252,41774930,32816714
(5)당기법인세부채 (주32),541640,133476,451884
(6)충당부채 (주20),11150047,8812880,9754656
(7)기타부채 (주21),143206268,73240163,75007722
Ⅱ.비유동부채,242935625,249882452,275359838
"(1)장기차입금 (주5,6,18,38)",225000000,210000000,230000000
"(2)기타금융부채 (주5,6,17,35,38)",4655646,6569015,5221057
(3)순확정급여부채 (주19),7743063,27769637,38204766
"(4)기타부채 (주19,21)",4183326,3598075,0
(5)충당부채 (주20),479601,932573,1612024
(6)이연법인세부채 (주32),873989,1013152,321991
부채총계,925279344,738060568,1033109826
자본,,,
Ⅰ.지배기업의 소유주지분,936501596,866423841,373299947
(1)자본금 (주22),124447300,124447301,428236505
(2)기타불입자본 (주23),586948599,588574839,"(200,601,651)"
(3)기타자본구성요소 (주24),"(91,644,657)","(95,126,264)","(77,197,519)"
(4)이익잉여금 (주25),316750354,248527965,222862612
Ⅱ.비지배지분,16784160,15780462,14460842
자본총계,953285756,882204303,387760789
부채및자본총계,1878565100,1620264871,1420870615
