Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,293870966852,273411518468,223195939553
"현금및현금성자산 (주3,5,6)",75546489784,74586007896,34787894737
"기타금융자산 (주3,5,10)",34510095500,9173290000,15975538280
"매출채권및기타채권 (주3,5,7)",47349284035,43193085792,34884950153
재고자산 (주8),135749926962,145983468739,135652717972
기타유동자산 (주9),638132949,475666041,1561396521
당기법인세자산,77037622,0,333441890
비유동자산,257202008035,253702534975,258627694943
"기타금융자산 (주3,5,10)",4440343198,2116854660,4566942504
"유형자산 (주11,12,34)",248657892991,249562465456,251442073028
투자부동산 (주13),1394844788,1408124536,2035472982
무형자산 (주14),612532133,615090323,583206429
순확정급여자산 (주19),1423415628,0,0
이연법인세자산 (주30),672979297,0,0
매각예정자산,0,0,11987929423
자산총계,551072974887,527114053443,493811563919
부채,,,
유동부채,35646447524,43060009503,45736511649
"매입채무및기타채무 (주3,5,15)",22227896918,24812047822,20120291729
"유동 리스부채 (주3,5,12,33)",170333215,170568521,102077545
"단기차입금 (주3,5,16)",2000000000,0,0
유동성장기부채,0,0,20000000000
기타 유동부채 (주17),3316263260,3316214873,5514142375
기타충당부채 (주18),2212144763,5896813818,0
당기법인세부채,5719809368,8864364469,0
비유동부채,10010489317,12311328481,13598005534
순확정급여부채 (주19),0,5019464079,9020846242
기타장기종업원급여,1195035873,964648020,1152860308
"기타금융부채 (주3,5,20)",230000000,230000000,240000000
이연법인세부채 (주30),8585453444,6097216382,3184298984
부채총계,45656936841,55371337984,59334517183
자본,,,
지배기업의 소유주에게 귀속되는 자본,505416038046,471742715459,434477046736
자본금 (주21),14300000000,14300000000,14300000000
자본잉여금 (주22),3959250423,4031022751,4008593899
기타자본 (주23),"(9,956,170,250)","(9,956,170,250)","(9,956,170,250)"
연결자본조정 (주23),"(3,610,677,528)","(3,610,677,528)","(3,610,677,528)"
이익잉여금 (주24),500723635401,466978540486,429735300615
비지배지분,0,0,0
자본총계,505416038046,471742715459,434477046736
부채및자본총계,551072974887,527114053443,493811563919
