Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익(매출액),429422392943,418285694715,380330790029
매출원가,412184474437,386014267583,302785339295
매출총이익,17237918506,32271427132,77545450734
판매비와관리비,90445906364,81945119151,72541440693
영업이익(손실),"(73,207,987,858)","(49,673,692,019)",5004010041
금융수익,32210211713,49577306386,20302944824
금융비용,53681721442,39805147769,19657208516
기타영업외수익,306090329629,658153039,63398105
기타영업외비용,22993870998,1601370261,2143270194
법인세비용차감전순이익(손실),188416961044,"(40,844,750,624)",3569874260
법인세비용(수익),62549542985,6910548314,872922857
계속영업이익(손실),125867418059,"(47,755,298,938)",2696951403
중단영업이익(손실),904327498,543625482,"(2,542,078,625)"
- 당기순이익(손실),126771745557,"(47,211,673,456)",154872778
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),187508511089,"(11,343,751,379)",11874176082
비지배지분에 귀속되는 당기순이익(손실),"(60,736,765,532)","(35,867,922,077)","(11,719,303,304)"
지배기업 소유주지분에 대한 주당순이익,,,
보통주 기본 및 희석 주당이익(계속) (단위 : 원),2053.0,(129.0),364.0
구형우선주 기본 및 희석 주당이익(계속) (단위 : 원),2053.0,(129.0),364.0
보통주 기본 및 희석 주당이익(중단) (단위 : 원),10.0,6.0,(64.0)
구형우선주 기본 및 희석 주당이익(중단) (단위 : 원),10.0,6.0,(64.0)
