Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,32141697713,65045503731,52239572048
현금및현금성자산,11982762223,4930267854,34336736236
매출채권 및 기타유동채권,4976912396,1050113252,491485122
단기금융상품,10000000000,53000000000,15000000000
당기손익공정가치측정금융자산,3941856421,3941475990,420680000
유동재고자산,468409261,657172089,374129242
기타유동자산,465727322,1369473107,1556147532
당기법인세자산,306030090,97001439,60393916
비유동자산,70683351994,67605976119,34432402289
장기금융상품,17096576,7198217,500872
당기손익공정가치측정금융자산,429556958,311431528,0
기타포괄손익-공정가치 측정 비유동금융자산,14815604025,17395147250,0
"종속기업, 공동기업과 관계기업에 대한 투자자산",8218496702,9095000000,0
유형자산,43909712122,37232153259,31525481410
영업권 이외의 무형자산,1980623834,2107428274,2134371365
기타비유동금융자산,782126040,875727402,717569168
기타비유동자산,530135737,581890189,54479474
자산총계,102825049707,132651479850,86671974337
부채,,,
유동부채,6563263922,39543151650,40365162166
매입채무 및 기타유동채무,2366434997,1228381742,1522244866
유동성전환사채,0,19230313036,16405317226
당기손익공정가치측정금융부채,0,11645919645,11341136185
기타유동금융부채,1065280089,1058768939,487798911
기타유동부채,3131548836,6379768288,10608664978
비유동부채,45925830649,26905773653,26899429829
장기미지급금,636332568,248694247,226611385
장기차입금,20000000000,20000000000,20000000000
전환사채,15361637350,0,0
전환상환우선주부채,0,0,326018008
비유동 순확정급여부채,0,0,225414013
당기손익공정가치측정금융부채,4379879658,0,0
기타비유동금융부채,2930428864,3825820099,51686600
기타비유동부채,2617552209,2831259307,6069699823
부채총계,52489094571,66448925303,67264591995
자본,,,
지배기업의 소유주에게 귀속되는 자본,49854507616,65907391784,18521114315
자본금,8446735000,8351584000,6851580000
자본잉여금,142341921954,141864861089,82878557799
기타자본구성요소,20150963626,14375917335,12948275443
기타포괄손익누계액,1825014600,4539181630,145262632
이익잉여금(결손금),"(122,910,127,564)","(103,224,152,270)","(84,302,561,559)"
비지배지분,481447520,295162763,886268027
자본총계,50335955136,66202554547,19407382342
자본과부채총계,102825049707,132651479850,86671974337
