Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),47617527226,105952691236,148323794109
연결기타포괄손익,7482126294,12808617660,16815894937
후속적으로 당기손익으로 재분류될 수 있는 항목,7741200764,10778155675,15479911549
기타포괄손익-공정가치측정 채무상품 평가손익,3720721135,"(2,390,577,563)","(2,156,063,468)"
해외사업환산손익,4896585414,12616134185,17116497820
재분류될 수 있는 항목과 관련된 법인세,"(876,105,785)",552599053,519477197
후속적으로 당기손익으로 재분류되지 않는 항목,"(259,074,470)",2030461985,1335983388
순확정급여부채(자산)의 재측정요소,"(5,408,836,680)",3228871129,1069988201
기타포괄손익-공정가치측정 지분상품 평가손익,5162783512,"(660,629,529)",668567139
재분류되지 않는 항목과 관련된 법인세,"(13,021,302)","(537,779,615)","(402,571,952)"
총포괄이익,55099653520,118761308896,165139689046
포괄손익의 귀속,,,
지배주주지분,45477751257,83321696683,124845710410
비지배지분,9621902263,35439612213,40293978636
