Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익,3423309,2487244,2362474
기타포괄손익,38206,227814,548288
후속적으로 당기손익으로 재분류되지 않는 항목,"(241,838)",206795,18680
확정급여제도의재측정요소,"(68,271)",126114,7223
지분법이익잉여금변동,"(180,685)",123575,42721
기타포괄손익-공정가치측정지분상품평가손익,620,"(11,447)","(64,735)"
지분법자본변동,6498,"(31,447)",33471
후속적으로 당기손익으로 재분류되는 항목,280044,21019,529608
해외사업환산이익,87667,95031,143331
위험회피목적파생상품평가손익,,55,(289)
지분법자본변동,192377,"(74,067)",386566
총포괄손익,3461515,2715058,2910762
연결포괄손익의 귀속,,,
지배기업소유주지분,3461326,2711533,2900021
비지배지분,189,3525,10741
