Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,25565154,25659721,23552362
현금및현금성자산,5079414,4088248,4155989
기타금융자산,4123326,5643199,6684549
매출채권및기타채권,10134237,10164263,8112515
재고자산,5511638,5267166,4274966
기타유동자산,716539,496845,324343
비유동자산,33020691,29746977,27930175
유형자산,10480920,9370715,9130544
무형자산,1034350,965065,915875
투자부동산,53094,56390,59532
사용권자산,529805,415369,359185
관계기업및공동기업투자주식,18984841,17113324,16038323
비유동금융자산,911165,911583,448957
이연법인세자산,237519,180565,257646
기타비유동자산,788997,733966,720113
자산총계,58585845,55406698,51482537
부채,,,
유동부채,12052826,11476170,10076987
매입채무및기타채무,7742151,7621632,6368543
유동성장기부채및단기차입금,1540144,1781532,1584475
유동성리스부채,124981,101982,91170
당기법인세부채,226196,246708,243889
유동성판매보증충당부채,1205747,878603,959936
기타 유동부채,1213607,845713,828974
비유동부채,5877720,6122896,6048076
사채및장기차입금,692062,1462049,1587545
퇴직급여채무,14543,11205,12476
비유동성리스부채,393427,297004,247841
장기성판매보증충당부채,372460,295938,258051
이연법인세부채,3849502,3513616,3400090
기타 비유동 부채,555726,543084,542073
부채총계,17930546,17599066,16125063
자본,,,
지배기업의 소유주에게 귀속되는 자본,40634418,37799237,35273026
자본금,491096,491096,491096
자본잉여금,1363146,1362200,1399030
자기주식,"(681,939)","(568,475)","(866,756)"
기타자본,"(177,414)","(464,875)","(429,811)"
이익잉여금(결손금),39639529,36979291,34679467
비지배지분,20881,8395,84448
자본총계,40655299,37807632,35357474
자본과부채총계,58585845,55406698,51482537
