Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,59254361.0,51906293.0,41702184.0
매출원가,52492187.0,45919139.0,36437646.0
매출총이익,6762174.0,5987154.0,5264538.0
판매비와관리비,4466890.0,3960623.0,3224426.0
영업이익,2295284.0,2026531.0,2040112.0
기타수익,350832.0,481942.0,362499.0
기타비용,265580.0,483991.0,237539.0
금융수익,824814.0,784891.0,339372.0
금융비용,605237.0,668331.0,232147.0
관계기업및공동기업투자관련이익,1844741.0,1221570.0,922245.0
법인세차감전순이익,4444854.0,3362612.0,3194542.0
법인세비용,1021545.0,875368.0,832068.0
당기순이익,3423309.0,2487244.0,2362474.0
당기순이익(손실)의 귀속,,,
지배기업소유주지분순이익,3422616.0,2485254.0,2352288.0
비지배지분 순이익,693.0,1990.0,10186.0
주당이익,,,
기본주당이익(손실) (단위 : 원),37639.0,27163.0,25645.0
