Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
순이자손익,9870067,9291021,7728476
이자수익,22347123,15358701,10674361
상각후원가측정 및 기타포괄손익-공정가치측정 금융상품 이자수익,21901583,15068856,10515589
당기손익-공정가치측정 금융상품 이자수익,445540,289845,158772
이자비용,"(12,477,056)","(6,067,680)","(2,945,885)"
순수수료이익,1168283,1096608,1187881
수수료수익,1602820,1530158,1586944
수수료비용,"(434,537)","(433,550)","(399,063)"
당기손익-공정가치측정 금융상품 순손익,759985,210581,342834
기타영업손익,"(1,340,451)","(944,100)","(819,739)"
일반관리비,"(4,521,766)","(4,697,951)","(4,402,731)"
신용손실충당금 반영전 영업이익,5936118,4956159,4036721
신용손실충당금 전입액,"(1,608,128)","(1,121,170)","(522,728)"
영업이익,4327990,3834989,3513993
영업외손익,"(98,213)","(25,199)","(22,449)"
관계기업투자손익,117,12666,57156
기타영업외손익,"(98,330)","(37,865)","(79,605)"
법인세비용차감전순이익,4229777,3809790,3491544
법인세비용,"(1,079,825)","(1,081,483)","(953,515)"
당기순이익,3149952,2728307,2538029
대손준비금 반영후 조정이익,3482715,2893162,2210003
법인세비용차감후 당기기타포괄손익,610921,"(1,127,722)",692302
당기손익으로 재분류되지 않는 포괄손익,,,
순확정급여부채 재측정요소,"(48,416)",178516,"(71,615)"
기타포괄손익-공정가치 측정 지분상품 관련손익,26125,"(953,990)",873707
후속적으로 당기손익으로 재분류될 수 있는 포괄손익,,,
외환차이,"(33,925)",145979,208480
기타포괄손익-공정가치측정 채무상품 관련손익,696233,"(467,183)","(274,010)"
관계기업 기타포괄손익지분,1132,(64),165
해외사업장순투자위험회피수단의 손익,"(17,324)","(64,990)","(54,409)"
현금흐름위험회피수단의 손익,"(12,904)",34010,9984
총포괄이익,3760873,1600585,3230331
당기연결순이익의 귀속,,,
지배기업주주지분순이익,3261499,2996015,2590764
비지배지분순이익,"(111,547)","(267,708)","(52,735)"
당기연결총포괄이익의 귀속,,,
지배기업주주지분총포괄이익(손실),3889625,1856632,3265921
비지배지분총포괄이익,"(128,752)","(256,047)","(35,590)"
