Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),866327008521,767681537593,699569458171
매출원가,765461719065,685158028943,619111544049
매출총이익,100865289456,82523508650,80457914122
판매비와관리비,74316663542,74598643660,72839961066
판매 및 관리비용,71248010968,73458329590,73039359167
수취채권손상차손(환입),3068652574,1140314070,"(199,398,101)"
영업이익,26548625914,7924864990,7617953056
금융수익,43412994188,20012560690,38002286238
금융원가,21714033557,58417895995,11666118334
기타이익,1660506042,9244540373,6013013400
기타손실,20765443254,2222225516,3304126240
관계기업투자손익,1885014457,2199836619,572955600
법인세비용차감전순이익(손실),31027663790,"(21,258,318,839)",37235963720
법인세비용(수익),12836298127,5433587396,12950322772
계속영업이익(손실),18191365663,"(26,691,906,235)",24285640948
중단영업이익(손실),,36646280718,"(13,039,230,343)"
당기순이익(손실),18191365663,9954374483,11246410605
당기순이익(손실)의 귀속,,,
지배기업 귀속,18192845248,"(4,400,503,599)",16193084991
비지배지분 귀속,"(1,479,585)",14354878082,"(4,946,674,386)"
주당이익,,,
보통주 기본및희석주당이익(손실) (단위 : 원),95,(23),81
계속영업기본주당이익(손실) (단위 : 원),95,(137),124
중단영업기본주당이익(손실) (단위 : 원),,114,(43)
구형우선주 기본및희석주당이익(손실) (단위 : 원),145,27,131
계속영업희석주당이익(손실) (단위 : 원),145,(86),175
중단영업희석주당이익(손실) (단위 : 원),,113,(44)
