Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및예치금,30564279,41087857,27693932
당기손익-공정가치측정금융자산,17514876,18455415,10918562
헤지목적파생상품자산,1723,8062,68670
기타포괄손익-공정가치측정금융자산,36894111,32960581,35234358
상각후원가측정유가증권,36337949,37583487,22467884
대출채권,347246910,330186341,309177708
관계기업및공동기업투자주식,3280152,2958288,2630970
유형자산,2415210,2426014,2004441
투자부동산,675523,664942,790689
무형자산,428880,386107,356571
순확정급여자산,,77160,
당기법인세자산,37770,24733,18141
이연법인세자산,133742,316018,182851
기타자산,18634009,13505955,13864730
종합금융계정자산,4637824,4631361,4741939
매각예정비유동자산,40478,36423,42130
자산총계,498843436,485308744,430193576
자본과 부채,,,
부채,,,
예수부채,369749453,359858481,321125300
당기손익-공정가치측정금융부채,6729210,11228307,4188107
헤지목적파생상품부채,390979,516418,111192
차입부채,22033914,22256597,17524480
사채,26542179,26233339,27699757
순확정급여부채,173575,9106,177077
충당부채,760573,564978,518964
당기법인세부채,165398,726579,566972
이연법인세부채,253200,2259,151143
기타부채,35805942,30280039,26465833
종합금융계정부채,4154697,3667273,2908280
부채총계,466759120,455343376,401437105
자본,,,
지배기업의 소유주에게 귀속되는 자본,31782740,29685969,28489982
자본금,5359578,5359578,5359578
자본잉여금,6161303,6159820,9653868
신종자본증권,353738,533475,533475
연결자본조정,"(37,921)","(37,686)","(38,279)"
연결이익잉여금,21050087,19236315,13897317
대손준비금 적립액,2690108,2714034,2426281
대손준비금 전입(환입) 필요액,"(112,706)","(23,926)",287753
대손준비금 전입(환입) 예정액,"(112,706)","(23,926)",287753
연결기타포괄손익누계액,"(1,104,045)","(1,565,533)","(915,977)"
비지배지분,301576,279399,266489
자본총계,32084316,29965368,28756471
부채및자본총계,498843436,485308744,430193576
