Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주19,20,30,35)",2977005044488.0,2949680250000,2561801412006.0
"매출원가 (주19,20,22,30)",2757534845386.0,2680752997092,2225925719043.0
매출총이익,219470199102.0,268927252908,335875692963.0
"판매비와관리비 (주21,22)",118772806786.0,136090783081,103133703425.0
영업이익(손실),100697392316.0,132836469827,232741989538.0
"금융수익 (주23,28)",10038086961.0,8503505425,9566999334.0
"금융원가 (주23,28)",31174366345.0,29643308639,26187382319.0
"기타영업외이익 (주24,28)",34518497659.0,16221340453,22391571924.0
"기타영업외비용 (주24,28)",35687590945.0,17490115937,13186067023.0
관계기업지분법손실 (주8),10852252511.0,13891381365,13167176129.0
법인세비용차감전순이익(손실),67539767135.0,96536509764,212159935325.0
법인세비용(수익) (주26),15615567788.0,36197197809,55742014860.0
당기순이익(손실),51924199347.0,60339311955,156417920465.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),47243080746.0,60478812402,155907363835.0
비지배지분에 귀속되는 당기순이익(손실),4681118601.0,"(139,500,447)",510556630.0
주당이익 (주27),,,
기본주당이익(손실) (단위 : 원),5334.0,6828.0,17601.0
