Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,35726694,42446028,27463918.0
매출원가,33620949,38291440,24695192.0
매출총이익,2105745,4154588,2768726.0
판매비,620109,612979,507903.0
관리비,131054,136443,119881.0
영업이익,1354582,3405166,2140942.0
기타수익,802824,1147592,459981.0
기타비용,826809,1329905,494023.0
금융수익,299062,432487,129059.0
금융비용,500292,756627,359726.0
지분법손익,2338,(171),1787.0
법인세차감전순이익,1131705,2898542,1878020.0
법인세비용,182857,794155,499479.0
당기순이익,948848,2104387,1378541.0
기타포괄손익(법인세효과 차감 후),"(22,111)",8165,43541.0
당기손익으로 재분류되지 않는 항목,"(22,286)",7901,43350.0
순확정급여자산부채의 재측정요소,"(25,128)",7516,36466.0
기타포괄손익-공정가치 금융자산 평가손익,2842,385,6884.0
후속적으로 당기손익으로 재분류되는 항목,175,264,191.0
관계기업 및 공동기업의 기타포괄손익에 대한 지분,(4),0,0.0
해외사업환산손익,179,264,191.0
총포괄이익,926737,2112552,1422082.0
주당이익(손실) (단위:원),,,
기본주당이익(손실) (단위 : 원),8149,18075,11840.0
희석주당이익(손실) (단위 : 원),8149,18075,11840.0
우선주기본주당순이익(손실) (단위 : 원),8174,18100,11865.0
우선주희석주당순이익(손실) (단위 : 원),8174,18100,11865.0
