Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,55030886112.0,44743476684,43281463183.0
매출원가,19580425499.0,15107087024,18160606840.0
매출총이익,35450460613.0,29636389660,25120856343.0
판매비와 관리비,24037750047.0,21589551203,15978742650.0
영업이익(손실),11412710566.0,8046838457,9142113693.0
금융수익,6338961196.0,11241420660,1857549964.0
금융비용,6120546136.0,4501460658,8112971155.0
기타수익,8469748132.0,3212221680,1081097390.0
기타비용,6208012075.0,1028416740,863426335.0
법인세비용차감전순이익(손실),13892861683.0,16970603399,3104363557.0
법인세비용(수익),3699518827.0,"(267,141,313)",1581090906.0
당기순이익(손실),10193342856.0,17237744712,1523272651.0
당기순이익(손실)의 귀속,,,
지배기업의 소유주,9188494852.0,16983588154,1240180651.0
비지배지분,1004848004.0,254156558,283092000.0
주당손익,,,
기본주당이익(손실) (단위 : 원),437.0,812,60.0
희석주당이익(손실) (단위 : 원),411.0,766,60.0
