Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,116041106302,119929930729,109569383963
현금및현금성자산,25949773166,36435100213,40992547892
매출채권 및 기타유동채권,35945640760,31849041638,26134648325
기타유동금융자산,40739174553,41961340985,33049937973
유동재고자산,9490273251,9514116372,9211477045
기타유동자산,3673200673,135134131,180772728
당기법인세자산,243043899,35197390,0
비유동자산,35712449398,39988062930,41342763171
기타비유동금융자산,14790783629,17623666406,19774632444
지분법적용 투자지분,4789963355,4790880502,4628610438
유형자산,14504986930,15100713228,15584625150
영업권 이외의 무형자산,1015410142,1015410142,1354895139
확정급여자산,611305342,1457392652,0
자산총계,151753555700,159917993659,150912147134
부채,,,
유동부채,24749807998,33908448425,28527008622
매입채무 및 기타유동채무,21891297242,29180063355,23796929748
단기차입금,2072945373,1244785571,1403995746
당기법인세부채,0,2571051803,1806920738
기타유동금융부채,76236084,95116229,590384619
기타 유동부채,709329299,817431467,928777771
비유동부채,840177238,1284203510,2785513737
장기차입금,0,2570000,15430000
기타 비유동 부채,94359454,78895875,0
퇴직급여부채,0,0,1004446285
이연법인세부채,108951935,666296180,1214948910
기타비유동금융부채,636865849,536441455,550688542
부채총계,25589985236,35192651935,31312522359
자본,,,
지배기업의 소유주에게 귀속되는 자본,126677489027,125205106193,120010868011
자본금,9860000000,9860000000,9860000000
자본잉여금,19250522325,19250522325,16530995100
기타자본구성요소,"(8,489,372,648)","(8,489,372,648)","(6,662,819,544)"
자기주식,"(8,489,372,648)","(8,489,372,648)","(6,662,819,544)"
기타포괄손익누계액,"(638,669,867)","(489,087,339)","(273,815,819)"
이익잉여금(결손금),106695009217,105073043855,100556508274
비지배지분,"(513,918,563)","(479,764,469)","(411,243,236)"
자본총계,126163570464,124725341724,119599624775
자본과부채총계,151753555700,159917993659,150912147134
