Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,3994170810,4110803927.0,3338987117.0
현금및현금성자산,1213823579,1245993946.0,698696135.0
단기금융자산,388131356,91040522.0,403346125.0
매출채권및기타채권,614155905,787544777.0,553037117.0
유동파생상품자산,2505131,496782.0,75798.0
매각예정자산,,,3989486.0
재고자산,1731686350,1892778614.0,1604699967.0
당기법인세자산,7380361,3917345.0,7099545.0
기타유동자산,36488128,89031941.0,68042944.0
비유동자산,1962380963,2634730327.0,2365073996.0
장기금융자산,58039135,57124888.0,62492864.0
장기매출채권및기타채권,1379430,2750145.0,2856945.0
비유동파생상품자산,0,1599153.0,
이연법인세자산,147416074,431383478.0,473769709.0
관계기업및공동기업투자,507148888,318831653.0,133630976.0
투자부동산,36842479,30738651.0,31657069.0
유형자산,1175944575,1707973720.0,1617993157.0
무형자산,27490036,35921134.0,38332094.0
순확정급여자산,3667819,42312821.0,
기타비유동자산,4452527,6094684.0,4341182.0
자산총계,5956551773,6745534254.0,5704061113.0
부채,,,
유동부채,879584374,1577971429.0,1236490174.0
단기금융부채,415628083,850824056.0,574171441.0
매입채무및기타채무,332677873,513352581.0,425793868.0
유동파생상품부채,14926,0.0,2021285.0
당기법인세부채,3029433,28062717.0,2968583.0
매각예정자산관련부채,,,517962.0
충당부채,27300686,36320150.0,24975020.0
기타 유동부채,100933373,149411925.0,206042015.0
비유동부채,1262034765,1156165459.0,1343778528.0
장기금융부채,1039768712,1020204202.0,1233217539.0
장기매입채무및기타채무,10511575,15095036.0,21744171.0
비유동파생상품부채,0,76061.0,
비유동충당부채,18840706,27642746.0,38423656.0
순확정급여부채,228731,1318369.0,5980427.0
이연법인세부채,45301547,46475310.0,5556801.0
기타 비유동 부채,147383494,45353735.0,38855934.0
부채총계,2141619139,2734136888.0,2580268702.0
자본,,,
지배회사의 소유주지분,3721103717,3912391039.0,3071403978.0
자본금,107063575,127246855.0,127246855.0
주식발행초과금,840204235,734532524.0,734532524.0
기타자본잉여금,61534199,59516757.0,59451245.0
기타자본구성요소,"(863,521,893)",55764180.0,57512682.0
이익잉여금,3575823601,2935330723.0,2092660672.0
비지배주주지분,93828917,99006327.0,52388433.0
자본총계,3814932634,4011397366.0,3123792411.0
부채와자본총계,5956551773,6745534254.0,5704061113.0
