Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),132719404842,124719605117,85582604459
매출원가,102599594237,85322875165,55216304086
매출총이익,30119810605,39396729952,30366300373
판매비와관리비,28139806517,29001197429,24854056185
영업이익(손실),1980004088,10395532523,5512244188
금융수익,2556637227,4218954300,378367847
금융원가,2827746248,8171020302,821481997
기타이익,2821779382,2780999676,3251169185
기타손실,4390152424,6840932204,297630547
법인세비용차감전순이익(손실),140522025,2383533993,8022668676
법인세비용(수익),"(2,356,964,525)",1907006309,"(718,466,379)"
계속영업이익(손실),2497486550,476527684,8741135055
당기순이익(손실),2497486550,476527684,8741135055
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),2939343995,626562132,8733932425
비지배지분에 귀속되는 당기순이익(손실),"(441,857,445)","(150,034,448)",7202630
기타포괄손익,"(48,372,847)","(3,896,538)",499247788
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(39,216,049)","(46,056,947)","(8,170,323)"
해외사업장환산외환차이(세후기타포괄손익),"(39,216,049)","(46,056,947)","(8,170,323)"
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(9,156,798)",42160409,507418111
확정급여제도의 재측정손익(세후기타포괄손익),"(16,278,621)",35175497,501889402
"세후기타포괄손익, 지분상품에 대한 투자자산",7121823,6984912,5528709
총포괄손익,2449113703,472631146,9240382843
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",2892690374,625029394,9233727741
"포괄손익, 비지배지분","(443,576,671)","(152,398,248)",6655102
주당이익,,,
기본주당이익(손실) (단위 : 원),260,55,773
희석주당이익(손실) (단위 : 원),260,(1),773
