Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),130624043162,126627325096,83149598263
매출원가,125460828322,110170398839,77924624403
매출총이익,5163214840,16456926257,5224973860
판매비와관리비,10284067691,13958258034,12357742902
경상연구개발비,952913440,680472638,1881483564
영업이익(손실),"(6,073,766,291)",1818195585,"(9,014,252,606)"
기타이익,6326023109,7660867488,20600307926
기타손실,7512826276,21882249895,10877818877
금융수익,10728975351,13164142710,8011764316
금융원가,18325020076,91780413840,11809301385
지분법이익,,,
지분법손실,353868673,1741788020,1108073666
법인세비용차감전순이익(손실),"(15,210,482,856)","(92,761,245,972)","(4,197,374,292)"
법인세비용(수익),2772709539,"(6,385,775,041)","(1,753,652,434)"
당기순이익(손실),"(17,983,192,395)","(86,375,470,931)","(2,443,721,858)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(17,259,317,531)","(86,362,892,753)","(2,443,721,858)"
비지배지분에 귀속되는 당기순이익(손실),"(723,874,864)","(12,578,178)",
주당이익,,,
기본주당이익(손실) (단위 : 원),(395.00),"(2,492.00)",(428)
희석주당이익(손실) (단위 : 원),(395.00),"(2,492.00)",(428)
