Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,8400969,18582770,13794148
매출원가,"(7,426,107)","(8,138,915)","(6,038,229)"
매출총이익,974862,10443855,7755919
판매비와관리비,"(390,092)","(494,498)","(380,205)"
영업이익(손실),584770,9949357,7375714
기타수익,114803,185417,213033
기타비용,"(178,559)","(272,334)","(128,554)"
금융수익,1549475,1984691,280251
금융비용,"(862,500)","(1,619,387)","(2,421,059)"
공동기업 및 관계기업투자손익,"(153,728)","(12,318)",16754
법인세비용차감전순이익,1054261,10215426,5336139
법인세수익(비용),"(85,569)","(98,290)",9918
당기순이익,968692,10117136,5346057
기타포괄손익,355331,573366,363963
당기손익으로 재분류되지 않는항목,338208,568731,361563
기타포괄손익-공정가치측정 금융자산평가손익,33827,"(4,355)",5381
표시통화환산손익,337889,569522,372537
순확정급여부채의 재측정요소,"(33,498)",3559,"(10,078)"
지분법이익잉여금 변동,(10),5,"(6,277)"
후속적으로 당기손익으로 재분류되는항목,17123,4635,2400
지분법자본변동,8491,2297,3750
해외사업환산손익,8632,2338,"(1,350)"
총포괄손익,1324023,10690502,5710020
당기순이익의 귀속,,,
지배기업소유주지분,968560,10116968,5345962
비지배지분,132,168,95
당기총포괄이익의 귀속,,,
지배기업의소유주지분,1323878,10690285,5709888
비지배지분,145,217,132
지배기업지분에 대한 주당이익,,,
기본주당이익(손실) (단위 : 원),1667,20621,13529
희석주당이익(손실) (단위 : 원),924,9899,5199
