Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.현금및예치금,2078694,3457612,2948762
Ⅱ.당기손익-공정가치측정금융자산,869275,726586,794933
Ⅲ.파생상품자산,5631579,7451282,2513610
Ⅳ.상각후원가측정대출채권,14745559,20169231,24254469
Ⅴ.기타포괄손익-공정가치측정금융자산,11380269,10042007,10908223
Ⅵ.유형자산,97011,140371,178743
Ⅶ.투자부동산,8863,9612,9695
Ⅷ.무형자산,14610,15691,16197
Ⅸ.당기법인세자산,30609,20575,19120
Ⅹ.이연법인세자산,316117,406786,481586
XI.기타자산,3204888,3585910,4408945
XⅡ.매각예정자산,2601,1453,0
자산총계,38380075,46027116,46534283
자본과 부채,,,
부채,,,
I.예수부채,18903082,25124129,28078606
II.당기손익-공정가치측정금융부채,23346,21275,28999
III.파생상품부채,5240409,6544583,2281022
IV.차입부채,1924081,1929470,1292643
V.사채,239977,499910,1369695
VI.충당부채,43122,38068,32963
VII.기타부채,6101264,6219920,7960869
부채총계,32475281,40377355,41044797
자본,,,
지배주주지분,5904794,5649761,5489486
I.자본금,1591372,1591372,1591372
II.자본잉여금,1357376,1357376,1357376
III.자본조정,"(8,527)","(8,761)","(8,393)"
IV.기타포괄손익누계액,"(70,734)","(121,214)","(136,786)"
V.이익잉여금,3035307,2830988,2685917
대손준비금 적립액,200100,261123,261540
대손준비금 미적립액,0,0,0
대손준비금 환입필요액,"(60,359)","(61,023)",(417)
대손준비금 환입예정액,"(60,359)","(61,023)",(417)
비지배지분,0,0,0
자본총계,5904794,5649761,5489486
자본과부채총계,38380075,46027116,46534283
