Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,14514349869122,18759549404034.0,16686532633651.0
매출원가,13138717077726,16924062732120.0,15335138520772.0
매출총이익,1375632791396,1835486671914.0,1351394112879.0
판매비와관리비,942523197300,869943201579.0,695177026293.0
영업이익,433109594096,965543470335.0,656217086586.0
영업외손익,"(90,311,597,031)",167644222443.0,78479833900.0
지분법주식관련손익,137263402971,97492162491.0,89683129719.0
금융수익,421516643560,709295602583.0,272413545377.0
금융원가,520967737602,732314310091.0,289032767981.0
기타영업외손익,"(128,123,905,960)",93170767460.0,5415926785.0
법인세비용차감전순이익,342797997065,1133187692778.0,734696920486.0
법인세비용,149439195125,353876884884.0,194365293032.0
당기순이익,193358801940,779310807894.0,540331627454.0
당기순이익의 귀속,,,
지배기업 소유주지분,117082888989,515223865636.0,350069144537.0
비지배지분,76275912951,264086942258.0,190262482917.0
지배기업소유주지분주당이익,,,
기본주당이익(손실) (단위 : 원),3255,14325.0,9733.0
희석주당이익(손실) (단위 : 원),3255,14325.0,9733.0
