Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),75763936341,98900190650,95727571590
매출원가,60091155058,71557100986,76357762009
매출총이익,15672781283,27343089664,19369809581
물류원가,816750059,1260215168,1809545821
관리비,15817244777,16576611282,16827744978
대손상각비(환입),"(53,671,034)",478772696,"(352,392,037)"
연구개발비,7695476209,7562566517,7531716951
영업이익(손실),"(8,603,018,728)",1464924001,"(6,446,806,132)"
기타수익,558697034,1479391183,2785911792
기타순손익,2223498512,1925224147,6931170712
기타비용,5303881717,251205647,283877481
지분법이익,1606445133,1141622041,1088286005
금융수익,1049160786,937886389,252811248
금융원가,3330795169,3172910932,2028313396
법인세비용차감전순이익(손실),"(11,799,894,149)",3524931182,2299182748
법인세비용,1258368520,3257695567,247440583
당기순이익(손실),"(13,058,262,669)",267235615,2051742165
기타포괄손익,172839099,"(93,820,313)",2673281728
후속적으로 당기손익으로 재분류되지 않는 포괄손익,6032837,"(7,449,705)","(6,292,315)"
기타포괄손익-공정가치 측정 금융자산 평가손익,6032837,"(7,449,705)","(6,292,315)"
후속적으로 당기손익으로 재분류되는 포괄손익,166806262,"(86,370,608)",2679574043
지분법자본변동,38470846,"(10,072,820)",0
해외사업환산손익,128335416,"(76,297,788)",2679574043
당기총포괄손익,"(12,885,423,570)",173415302,4725023893
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,"(13,058,262,669)",267235615,2051742165
비지배지분,0,0,0
당기총포괄이익(손실)의 귀속,,,
지배기업의 소유주지분,"(12,885,423,570)",173415302,4725023893
비지배지분,0,0,0
지배기업의 소유주지분에 대한 주당이익,,,
기본주당기순이익(손실) (단위 : 원),"(2,257)",44,319
희석주당기순이익(손실) (단위 : 원),"(2,257)",44,319
