Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),312540940712,275539561544,298461108885
상품매출액,23064335916,32386767934,18699175313
공사수익,141085999880,91288345659,140223315367
제품매출액,109845114726,114988041976,110210387725
임대수익,2109396000,2592862121,2171641000
기타수익(매출액),28153853053,26128480490,19676178013
관계기업에 대한 지분법이익,8282241137,8155063364,7480411467
영업비용,291336016566,260830140849,284686615088
상품매출원가,17394586191,19174583666,15048153059
공사매출원가,130319888086,97884158223,133049476994
제품매출원가,97089954813,99155773247,95869120104
임대매출원가/임대수익원가,1598548463,1975349960,1504981984
기타수익(매출액)에 대한 매출원가,18278658303,19179012438,14617504952
판매비와관리비,26654380710,23443875041,24274533458
관계기업에 대한 지분법손실,,17388274,322844537
영업이익(손실),21204924146,14709420695,13774493797
기타이익,4243505524,1811659110,7769551995
기타손실,2635610294,1529372816,4464743176
금융수익,4135196977,3028743854,1557137850
금융비용,2130193918,1912397937,2479073074
법인세비용차감전순이익(손실),24817822435,16108052906,16157367392
법인세비용(수익),4627905114,6751277029,2265974161
당기순이익(손실),20189917321,9356775877,13891393231
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),19913758143,14212787547,14638379722
비지배지분에 귀속되는 당기순이익(손실),276159178,"(4,856,011,670)","(746,986,491)"
기타포괄손익,"(3,665,654,872)",1745752691,"(4,078,939,848)"
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(3,765,957,733)",1745544682,"(4,337,579,859)"
순확정급여부채의 재측정요소,"(4,750,206,189)",2470310019,"(4,729,715,318)"
"세후기타포괄손익, 지분상품에 대한 투자자산",890624182,"(383,613,210)",75597155
지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),858290567,"(341,152,127)",316538304
지분법이익잉여금 변동,"(764,666,293)",,
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),100302861,208009,258640011
해외사업장환산외환차이(세후기타포괄손익),100302861,"(299,725,294)",166034839
지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),,299933303,92605172
총포괄손익,16524262449,11102528568,9812453383
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",16310417996,15879169689,10601796324
"포괄손익, 비지배지분",213844453,"(4,776,641,121)","(789,342,941)"
주당이익,,,
기본주당순이익 (단위 : 원),9133,6519,6714
희석주당이익 (단위 : 원),,,
희석주당순이익 (단위 : 원),9133,6519,6714
