Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,75110698903,72702521723,62079356724
매출원가,43147558381,45299751859,41981390001
매출총이익,31963140522,27402769864,20097966723
판매비와관리비,25597981650,25541098499,21631638416
영업이익(손실),6365158872,1861671365,"(1,533,671,693)"
기타손익,"(147,202,169)","(30,901,570)","(158,213,788)"
기타수익,119488690,147528877,339830221
기타비용,"(266,690,859)","(178,430,447)","(498,044,009)"
금융손익,"(5,011,823,652)","(3,353,683,320)","(1,243,809,172)"
금융수익,592474777,1284723003,1235583693
금융비용,"(5,604,298,429)","(4,638,406,323)","(2,479,392,865)"
법인세차감전순이익,1206133051,"(1,522,913,525)","(2,935,694,653)"
법인세비용(수익),"(1,686,175,696)","(1,582,689,640)",42057105
당기순이익(손실),2892308747,59776115,"(2,977,751,758)"
기타포괄손익,,"(526,727,657)",424027983
당기손익으로 재분류되지 않는항목,,"(526,727,657)",424027983
기타포괄손익-공정가치측정 지분상품평가이익,,,250543038
기타포괄손익-공정가치측정 지분상품처분이익(손실),,"(675,291,870)",293082581
법인세효과,,148564213,"(119,597,636)"
당기총포괄손익,2892308747,"(466,951,542)","(2,553,723,775)"
당기순이익(손실)의 귀속,,,
지배기업 소유주지분,2633791272,281295115,"(1,843,084,839)"
비지배지분,258517475,"(221,519,000)","(1,134,666,919)"
포괄손익의 귀속,,,
지배기업 소유주지분,2633791272,"(245,432,542)","(1,419,056,856)"
비지배지분,258517475,"(221,519,000)","(1,134,666,919)"
주당이익,,,
기본주당이익 (단위 : 원),312,33,(216)
