Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,1354327166187.0,1553877316519.0,1450778572821.0
매출원가,526592074694.0,608045012987.0,593367183716.0
매출총이익,827735091493.0,945832303532.0,857411389105.0
판매비와관리비,779001662682.0,830561792009.0,765439992618.0
영업이익,48733428811.0,115270511523.0,91971396487.0
금융이익,13180396760.0,21674431138.0,17538861219.0
금융원가,20263198630.0,22690636994.0,19942990100.0
지분법투자이익,15958707418.0,16380392444.0,15583520631.0
기타영업외수익,10464566241.0,14771120318.0,19964390532.0
기타영업외비용,6929930008.0,8679019559.0,19707463690.0
법인세비용차감전순이익,61143970592.0,136726798870.0,105407715079.0
법인세비용(수익),21494721481.0,17934560442.0,22778665348.0
당기순이익,39649249111.0,118792238428.0,82629049731.0
당기순이익의 귀속,,,
지배기업의 소유주,39212175058.0,118275859292.0,82096014919.0
비지배지분,437074053.0,516379136.0,533034812.0
주당이익,,,
기본 및 희석주당순이익 (단위 : 원),1098.0,3313.0,2300.0
