Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,21739350832,23686559130,25457357877
현금및현금성자산,7394698841,1538274859,3622226954
매출채권 및 기타채권,6387522347,10108423410,2554932057
기타유동금융자산,6601056964,9994031502,16203839297
기타유동자산,150159566,250551140,143320037
유동재고자산,1012871674,1601096982,2859294902
당기법인세자산,193041440,194181237,73744630
비유동자산,44343365547,58441672042,39450069263
기타비유동금융자산,18233857272,33489795998,22966007737
종속기업및관계기업투자,14551370476,5860148552,7991032810
투자부동산,7185877878,18340149433,7494420988
유형자산,153041943,180769754,239164517
무형자산,11411762,20358159,34251948
사용권자산,638592319,490450146,665191263
기타비유동자산,3569213897,60000000,60000000
매각예정자산,,799532409,
자산총계,66082716379,82927763581,64907427140
부채,,,
유동부채,5503431358,22300463182,25737101254
매입채무 및 기타채무,1386815160,1795975682,2012920649
단기차입금,,,237600000
유동성장기차입금,,,62460000
유동성전환사채,2587560895,14504259379,19913662573
유동 리스부채,351681806,271269942,393221928
기타 유동부채,540435345,319223966,142335415
기타유동금융부채,636938152,5409734213,2974900689
비유동부채,830231778,766434462,934359244
매입채무 및 기타채무,16669020,16669020,16669020
확정급여부채,546062240,562043008,649950590
비유동 리스부채,267500518,187722434,267739634
부채총계,6333663136,23066897644,26671460498
자본,,,
지배기업의 소유주에게 귀속되는 자본,60182519712,59581336527,38486327563
자본금,65151757500,43286059000,28846504500
자본잉여금,100194197697,99076506592,78377815203
자본조정,"(7,538,760)",462161240,632752468
기타포괄손익누계액,"(265,165,729)",1537218229,"(1,410,461,685)"
이익잉여금(결손금),"(104,890,730,996)","(84,780,608,534)","(67,960,282,923)"
비지배지분,"(433,466,469)",279529410,"(250,360,921)"
자본총계,59749053243,59860865937,38235966642
자본과부채총계,66082716379,82927763581,64907427140
